id,decision,included,primary_exclusion_reason,exclusion_reasons,answer,answer_is_canonical,random_validation,template_validation,hard_diagnostic,format_diagnostic,phase1_protected,phase2_quality_exclusion,phase2_quality_category,final_sft_protected,strict_phase2_eligible,output_row_number
train-008942,include,True,,,9,True,False,False,False,False,False,False,,False,True,6649
train-008943,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,2731179360,True,False,False,True,True,True,False,,False,False,
train-008944,include,True,,,10,True,False,False,False,False,False,False,,False,True,6650
train-008945,exclude,False,template_validation,template_validation,220,True,False,True,False,False,True,False,,False,False,
train-008946,include,True,,,41,True,False,False,False,False,False,False,,False,True,6651
train-008947,include,True,,,3,True,False,False,False,False,False,False,,False,True,6652
train-008948,exclude,False,random_validation,random_validation,198,True,True,False,False,False,True,False,,False,False,
train-008949,include,True,,,87,True,False,False,False,False,False,False,,False,True,6653
train-008950,exclude,False,random_validation,random_validation,196,True,True,False,False,False,True,False,,False,False,
train-008951,exclude,False,random_validation,random_validation,2,True,True,False,False,False,True,False,,False,False,
train-008952,include,True,,,90,True,False,False,False,False,False,False,,False,True,6654
train-008953,exclude,False,random_validation,random_validation,10,True,True,False,False,False,True,False,,False,False,
train-008954,exclude,False,random_validation,random_validation,81,True,True,False,False,False,True,False,,False,False,
train-008955,include,True,,,6,True,False,False,False,False,False,False,,False,True,6655
train-008956,include,True,,,5,True,False,False,False,False,False,False,,False,True,6656
train-008957,include,True,,,11,True,False,False,False,False,False,False,,False,True,6657
train-008958,exclude,False,hard_diagnostic,hard_diagnostic,79,True,False,False,True,False,True,False,,False,False,
train-008959,include,True,,,215,True,False,False,False,False,False,False,,False,True,6658
train-008960,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-008961,include,True,,,8000,True,False,False,False,False,False,False,,False,True,6659
train-008962,include,True,,,10,True,False,False,False,False,False,False,,False,True,6660
train-008963,include,True,,,60,True,False,False,False,False,False,False,,False,True,6661
train-008965,include,True,,,445,True,False,False,False,False,False,False,,False,True,6662
train-008966,include,True,,,10,True,False,False,False,False,False,False,,False,True,6663
train-008968,include,True,,,4,True,False,False,False,False,False,False,,False,True,6664
train-008969,exclude,False,random_validation,random_validation,180,True,True,False,False,False,True,False,,False,False,
train-008970,exclude,False,hard_diagnostic,hard_diagnostic,900,True,False,False,True,False,True,False,,False,False,
train-008971,include,True,,,1,True,False,False,False,False,False,False,,False,True,6665
train-008972,include,True,,,20,True,False,False,False,False,False,False,,False,True,6666
train-008973,include,True,,,288,True,False,False,False,False,False,False,,False,True,6667
train-008974,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,2985984,True,False,False,True,True,True,False,,False,False,
train-008975,include,True,,,16,True,False,False,False,False,False,False,,False,True,6668
train-008976,include,True,,,11,True,False,False,False,False,False,False,,False,True,6669
train-008977,include,True,,,55,True,False,False,False,False,False,False,,False,True,6670
train-008978,include,True,,,111,True,False,False,False,False,False,False,,False,True,6671
train-008979,exclude,False,hard_diagnostic,hard_diagnostic,3025,True,False,False,True,False,True,False,,False,False,
train-008980,exclude,False,random_validation,random_validation,396,True,True,False,False,False,True,False,,False,False,
train-008981,include,True,,,1,True,False,False,False,False,False,False,,False,True,6672
train-008982,include,True,,,9,True,False,False,False,False,False,False,,False,True,6673
train-008983,exclude,False,random_validation,random_validation,28,True,True,False,False,False,True,False,,False,False,
train-008984,include,True,,,2,True,False,False,False,False,False,False,,False,True,6674
train-008985,include,True,,,27,True,False,False,False,False,False,False,,False,True,6675
train-008986,include,True,,,30,True,False,False,False,False,False,False,,False,True,6676
train-008987,include,True,,,24,True,False,False,False,False,False,False,,False,True,6677
train-008989,include,True,,,1,True,False,False,False,False,False,False,,False,True,6678
train-008990,exclude,False,template_validation,template_validation,64,True,False,True,False,False,True,False,,False,False,
train-008991,include,True,,,-3,True,False,False,False,False,False,False,,False,True,6679
train-008992,include,True,,,3,True,False,False,False,False,False,False,,False,True,6680
train-008993,include,True,,,3,True,False,False,False,False,False,False,,False,True,6681
train-008994,include,True,,,120,True,False,False,False,False,False,False,,False,True,6682
train-008995,include,True,,,4,True,False,False,False,False,False,False,,False,True,6683
train-008996,exclude,False,template_validation,template_validation,10,True,False,True,False,False,True,False,,False,False,
train-008997,include,True,,,2000,True,False,False,False,False,False,False,,False,True,6684
train-008998,include,True,,,150,True,False,False,False,False,False,False,,False,True,6685
train-008999,include,True,,,1000,True,False,False,False,False,False,False,,False,True,6686
train-009000,include,True,,,27,True,False,False,False,False,False,False,,False,True,6687
train-009001,exclude,False,random_validation,random_validation,6,True,True,False,False,False,True,False,,False,False,
train-009002,exclude,False,template_validation,template_validation,34,True,False,True,False,False,True,False,,False,False,
train-009003,exclude,False,random_validation,random_validation|template_validation,28,True,True,True,False,False,True,False,,False,False,
train-009004,include,True,,,27,True,False,False,False,False,False,False,,False,True,6688
train-009005,include,True,,,60,True,False,False,False,False,False,False,,False,True,6689
train-009006,exclude,False,random_validation,random_validation|template_validation,14,True,True,True,False,False,True,False,,False,False,
train-009007,include,True,,,2,True,False,False,False,False,False,False,,False,True,6690
train-009008,include,True,,,9,True,False,False,False,False,False,False,,False,True,6691
train-009009,exclude,False,template_validation,template_validation,-2,True,False,True,False,False,True,False,,False,False,
train-009010,include,True,,,66,True,False,False,False,False,False,False,,False,True,6692
train-009012,include,True,,,8,True,False,False,False,False,False,False,,False,True,6693
train-009013,exclude,False,template_validation,template_validation,216,True,False,True,False,False,True,False,,False,False,
train-009014,include,True,,,12,True,False,False,False,False,False,False,,False,True,6694
train-009015,include,True,,,-6,True,False,False,False,False,False,False,,False,True,6695
train-009017,exclude,False,hard_diagnostic,hard_diagnostic,2,True,False,False,True,False,True,False,,False,False,
train-009018,include,True,,,3125,True,False,False,False,False,False,False,,False,True,6696
train-009019,exclude,False,template_validation,template_validation,3,True,False,True,False,False,True,False,,False,False,
train-009020,include,True,,,20,True,False,False,False,False,False,False,,False,True,6697
train-009021,include,True,,,4,True,False,False,False,False,False,False,,False,True,6698
train-009022,include,True,,,3034,True,False,False,False,False,False,False,,False,True,6699
train-009023,exclude,False,template_validation,template_validation|hard_diagnostic,1636,True,False,True,True,False,True,False,,False,False,
train-009024,include,True,,,16,True,False,False,False,False,False,False,,False,True,6700
train-009025,include,True,,,8,True,False,False,False,False,False,False,,False,True,6701
train-009026,exclude,False,format_diagnostic,format_diagnostic,9,True,False,False,False,True,True,False,,False,False,
train-009027,exclude,False,template_validation,template_validation,56,True,False,True,False,False,True,False,,False,False,
train-009028,exclude,False,random_validation,random_validation|template_validation,210,True,True,True,False,False,True,False,,False,False,
train-009029,include,True,,,4500,True,False,False,False,False,False,False,,False,True,6702
train-009030,include,True,,,9,True,False,False,False,False,False,False,,False,True,6703
train-009031,include,True,,,9,True,False,False,False,False,False,False,,False,True,6704
train-009032,exclude,False,random_validation,random_validation,9,True,True,False,False,False,True,False,,False,False,
train-009033,include,True,,,45,True,False,False,False,False,False,False,,False,True,6705
train-009034,include,True,,,225,True,False,False,False,False,False,False,,False,True,6706
train-009036,include,True,,,-1,True,False,False,False,False,False,False,,False,True,6707
train-009037,include,True,,,77,True,False,False,False,False,False,False,,False,True,6708
train-009038,include,True,,,8,True,False,False,False,False,False,False,,False,True,6709
train-009039,include,True,,,50,True,False,False,False,False,False,False,,False,True,6710
train-009040,exclude,False,template_validation,template_validation,20,True,False,True,False,False,True,False,,False,False,
train-009041,include,True,,,90,True,False,False,False,False,False,False,,False,True,6711
train-009042,exclude,False,random_validation,random_validation,0,True,True,False,False,False,True,False,,False,False,
train-009043,include,True,,,30,True,False,False,False,False,False,False,,False,True,6712
train-009044,include,True,,,60,True,False,False,False,False,False,False,,False,True,6713
train-009045,include,True,,,30,True,False,False,False,False,False,False,,False,True,6714
train-009046,include,True,,,7,True,False,False,False,False,False,False,,False,True,6715
train-009047,include,True,,,7,True,False,False,False,False,False,False,,False,True,6716
train-009048,include,True,,,60,True,False,False,False,False,False,False,,False,True,6717
train-009049,include,True,,,3,True,False,False,False,False,False,False,,False,True,6718
train-009050,include,True,,,378,True,False,False,False,False,False,False,,False,True,6719
train-009051,include,True,,,102,True,False,False,False,False,False,False,,False,True,6720
train-009052,include,True,,,3,True,False,False,False,False,False,False,,False,True,6721
train-009053,include,True,,,8,True,False,False,False,False,False,False,,False,True,6722
train-009054,exclude,False,random_validation,random_validation,10,True,True,False,False,False,True,False,,False,False,
train-009055,include,True,,,1287,True,False,False,False,False,False,False,,False,False,6723
train-009056,include,True,,,11,True,False,False,False,False,False,False,,False,False,6724
train-009057,include,True,,,1104,True,False,False,False,False,False,False,,False,True,6725
train-009058,include,True,,,1870,True,False,False,False,False,False,False,,False,True,6726
train-009060,include,True,,,407,True,False,False,False,False,False,False,,False,True,6727
train-009061,include,True,,,45,True,False,False,False,False,False,False,,False,True,6728
train-009062,include,True,,,63,True,False,False,False,False,False,False,,False,True,6729
train-009063,include,True,,,45,True,False,False,False,False,False,False,,False,True,6730
train-009064,include,True,,,24,True,False,False,False,False,False,False,,False,True,6731
train-009065,exclude,False,template_validation,template_validation,18,True,False,True,False,False,True,False,,False,False,
train-009066,exclude,False,hard_diagnostic,hard_diagnostic,32,True,False,False,True,False,True,False,,False,False,
train-009067,include,True,,,210,True,False,False,False,False,False,False,,False,True,6732
train-009068,include,True,,,8,True,False,False,False,False,False,False,,False,True,6733
train-009069,include,True,,,20,True,False,False,False,False,False,False,,False,True,6734
train-009070,exclude,False,template_validation,template_validation,23,True,False,True,False,False,True,False,,False,False,
train-009071,include,True,,,6700,True,False,False,False,False,False,False,,False,True,6735
train-009072,include,True,,,12,True,False,False,False,False,False,False,,False,True,6736
train-009073,exclude,False,template_validation,template_validation,9,True,False,True,False,False,True,False,,False,False,
train-009074,include,True,,,80,True,False,False,False,False,False,False,,False,True,6737
train-009075,exclude,False,hard_diagnostic,hard_diagnostic,2240,True,False,False,True,False,True,False,,False,False,
train-009076,exclude,False,hard_diagnostic,hard_diagnostic,4,True,False,False,True,False,True,False,,False,False,
train-009077,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,2046264,True,False,False,True,True,True,False,,False,False,
train-009078,include,True,,,27,True,False,False,False,False,False,False,,False,True,6738
train-009079,exclude,False,random_validation,random_validation|template_validation,5,True,True,True,False,False,True,False,,False,False,
train-009080,include,True,,,32,True,False,False,False,False,False,False,,False,True,6739
train-009081,exclude,False,random_validation,random_validation,8,True,True,False,False,False,True,False,,False,False,
train-009082,include,True,,,1400,True,False,False,False,False,False,False,,False,True,6740
train-009083,include,True,,,300000,True,False,False,False,False,False,False,,False,False,6741
train-009084,include,True,,,1732,True,False,False,False,False,False,False,,False,True,6742
train-009085,include,True,,,250,True,False,False,False,False,False,False,,False,True,6743
train-009086,include,True,,,75,True,False,False,False,False,False,False,,False,True,6744
train-009087,include,True,,,20,True,False,False,False,False,False,False,,False,True,6745
train-009088,include,True,,,218,True,False,False,False,False,False,False,,False,True,6746
train-009089,include,True,,,27,True,False,False,False,False,False,False,,False,True,6747
train-009090,include,True,,,2022,True,False,False,False,False,False,False,,False,True,6748
train-009091,include,True,,,8,True,False,False,False,False,False,False,,False,True,6749
train-009092,include,True,,,-13,True,False,False,False,False,False,False,,False,True,6750
train-009093,include,True,,,276,True,False,False,False,False,False,False,,False,True,6751
train-009094,include,True,,,5,True,False,False,False,False,False,False,,False,True,6752
train-009095,include,True,,,81,True,False,False,False,False,False,False,,False,True,6753
train-009096,include,True,,,307,True,False,False,False,False,False,False,,False,True,6754
train-009097,include,True,,,54945,True,False,False,False,False,False,False,,False,True,6755
train-009098,include,True,,,30,True,False,False,False,False,False,False,,False,True,6756
train-009099,include,True,,,10080,True,False,False,False,False,False,False,,False,True,6757
train-009100,include,True,,,92,True,False,False,False,False,False,False,,False,True,6758
train-009101,include,True,,,66,True,False,False,False,False,False,False,,False,True,6759
train-009102,include,True,,,15,True,False,False,False,False,False,False,,False,True,6760
train-009103,exclude,False,random_validation,random_validation,520,True,True,False,False,False,True,False,,False,False,
train-009105,include,True,,,24,True,False,False,False,False,False,False,,False,True,6761
train-009106,include,True,,,0,True,False,False,False,False,False,False,,False,False,6762
train-009107,include,True,,,1600,True,False,False,False,False,False,False,,False,True,6763
train-009108,include,True,,,720,True,False,False,False,False,False,False,,False,True,6764
train-009109,exclude,False,template_validation,template_validation,29,True,False,True,False,False,True,False,,False,False,
train-009110,exclude,False,format_diagnostic,format_diagnostic,-47,True,False,False,False,True,True,False,,False,False,
train-009111,include,True,,,4,True,False,False,False,False,False,False,,False,True,6765
train-009112,include,True,,,537,True,False,False,False,False,False,False,,False,True,6766
train-009113,exclude,False,template_validation,template_validation,6,True,False,True,False,False,True,False,,False,False,
train-009114,exclude,False,random_validation,random_validation,3,True,True,False,False,False,True,False,,False,False,
train-009115,exclude,False,template_validation,template_validation,5,True,False,True,False,False,True,False,,False,False,
train-009116,include,True,,,3,True,False,False,False,False,False,False,,False,True,6767
train-009117,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-009118,exclude,False,random_validation,random_validation,5,True,True,False,False,False,True,False,,False,False,
train-009119,include,True,,,8,True,False,False,False,False,False,False,,False,True,6768
train-009120,exclude,False,random_validation,random_validation,0,True,True,False,False,False,True,False,,False,False,
train-009121,exclude,False,random_validation,random_validation,120,True,True,False,False,False,True,False,,False,False,
train-009122,exclude,False,template_validation,template_validation,8,True,False,True,False,False,True,False,,False,False,
train-009123,include,True,,,4,True,False,False,False,False,False,False,,False,True,6769
train-009124,include,True,,,2,True,False,False,False,False,False,False,,False,True,6770
train-009125,exclude,False,template_validation,template_validation,742,True,False,True,False,False,True,False,,False,False,
train-009126,exclude,False,random_validation,random_validation,510510,True,True,False,False,False,True,False,,False,False,
train-009127,include,True,,,18,True,False,False,False,False,False,False,,False,True,6771
train-009128,include,True,,,90,True,False,False,False,False,False,False,,False,True,6772
train-009129,include,True,,,81,True,False,False,False,False,False,False,,False,True,6773
train-009131,include,True,,,18,True,False,False,False,False,False,False,,False,True,6774
train-009132,exclude,False,template_validation,template_validation,4032,True,False,True,False,False,True,False,,False,False,
train-009133,include,True,,,41,True,False,False,False,False,False,False,,False,True,6775
train-009134,include,True,,,3780,True,False,False,False,False,False,False,,False,True,6776
train-009135,include,True,,,16,True,False,False,False,False,False,False,,False,True,6777
train-009136,include,True,,,2010,True,False,False,False,False,False,False,,False,True,6778
train-009137,include,True,,,10,True,False,False,False,False,False,False,,False,True,6779
train-009138,include,True,,,78,True,False,False,False,False,False,False,,False,True,6780
train-009140,exclude,False,random_validation,random_validation,2,True,True,False,False,False,True,False,,False,False,
train-009141,include,True,,,1500,True,False,False,False,False,False,False,,False,True,6781
train-009142,exclude,False,random_validation,random_validation,480,True,True,False,False,False,True,False,,False,False,
train-009143,exclude,False,random_validation,random_validation,0,True,True,False,False,False,True,False,,False,False,
train-009144,exclude,False,random_validation,random_validation,220020,True,True,False,False,False,True,False,,False,False,
train-009145,include,True,,,52,True,False,False,False,False,False,False,,False,True,6782
train-009146,include,True,,,2668,True,False,False,False,False,False,False,,False,True,6783
train-009147,include,True,,,6,True,False,False,False,False,False,False,,False,True,6784
train-009148,include,True,,,12,True,False,False,False,False,False,False,,False,True,6785
train-009149,include,True,,,1000,True,False,False,False,False,False,False,,False,True,6786
train-009150,include,True,,,36,True,False,False,False,False,False,False,,False,True,6787
train-009151,include,True,,,32,True,False,False,False,False,False,False,,False,True,6788
train-009152,include,True,,,120,True,False,False,False,False,False,False,,False,True,6789
train-009153,include,True,,,80,True,False,False,False,False,False,False,,False,True,6790
train-009154,include,True,,,7,True,False,False,False,False,False,False,,False,True,6791
train-009155,exclude,False,random_validation,random_validation,3,True,True,False,False,False,True,False,,False,False,
train-009156,include,True,,,19,True,False,False,False,False,False,False,,False,True,6792
train-009158,include,True,,,146,True,False,False,False,False,False,False,,False,True,6793
train-009159,include,True,,,4,True,False,False,False,False,False,False,,False,True,6794
train-009160,include,True,,,-17,True,False,False,False,False,False,False,,False,True,6795
train-009161,include,True,,,25,True,False,False,False,False,False,False,,False,True,6796
train-009162,include,True,,,693,True,False,False,False,False,False,False,,False,True,6797
train-009163,include,True,,,10,True,False,False,False,False,False,False,,False,True,6798
train-009164,include,True,,,30,True,False,False,False,False,False,False,,False,True,6799
train-009165,exclude,False,random_validation,random_validation,6,True,True,False,False,False,True,False,,False,False,
train-009166,include,True,,,6,True,False,False,False,False,False,False,,False,True,6800
train-009167,include,True,,,4,True,False,False,False,False,False,False,,False,True,6801
train-009168,include,True,,,2,True,False,False,False,False,False,False,,False,True,6802
train-009169,include,True,,,30,True,False,False,False,False,False,False,,False,True,6803
train-009170,include,True,,,11,True,False,False,False,False,False,False,,False,True,6804
train-009171,include,True,,,50,True,False,False,False,False,False,False,,False,True,6805
train-009172,exclude,False,random_validation,random_validation,9046,True,True,False,False,False,True,False,,False,False,
train-009173,exclude,False,template_validation,template_validation,36,True,False,True,False,False,True,False,,False,False,
train-009174,include,True,,,18,True,False,False,False,False,False,False,,False,False,6806
train-009175,include,True,,,4,True,False,False,False,False,False,False,,False,True,6807
train-009176,exclude,False,random_validation,random_validation,1,True,True,False,False,False,True,False,,False,False,
train-009177,include,True,,,2,True,False,False,False,False,False,False,,False,True,6808
train-009178,include,True,,,16,True,False,False,False,False,False,False,,False,True,6809
train-009179,include,True,,,168,True,False,False,False,False,False,False,,False,True,6810
train-009180,include,True,,,6,True,False,False,False,False,False,False,,False,True,6811
train-009181,include,True,,,44,True,False,False,False,False,False,False,,False,True,6812
train-009182,include,True,,,58,True,False,False,False,False,False,False,,False,True,6813
train-009183,include,True,,,156,True,False,False,False,False,False,False,,False,True,6814
train-009184,include,True,,,6,True,False,False,False,False,False,False,,False,True,6815
train-009185,include,True,,,5,True,False,False,False,False,False,False,,False,True,6816
train-009186,include,True,,,20,True,False,False,False,False,False,False,,False,True,6817
train-009187,include,True,,,9,True,False,False,False,False,False,False,,False,True,6818
train-009188,include,True,,,40,True,False,False,False,False,False,False,,False,True,6819
train-009189,exclude,False,hard_diagnostic,hard_diagnostic,1,True,False,False,True,False,True,False,,False,False,
train-009190,include,True,,,28,True,False,False,False,False,False,False,,False,True,6820
train-009191,include,True,,,50,True,False,False,False,False,False,False,,False,True,6821
train-009192,include,True,,,143,True,False,False,False,False,False,False,,False,True,6822
train-009193,include,True,,,76,True,False,False,False,False,False,False,,False,True,6823
train-009194,exclude,False,template_validation,template_validation,163,True,False,True,False,False,True,False,,False,False,
train-009196,exclude,False,template_validation,template_validation,15,True,False,True,False,False,True,False,,False,False,
train-009197,exclude,False,hard_diagnostic,hard_diagnostic,-2025078,True,False,False,True,False,True,False,,False,False,
train-009198,include,True,,,438,True,False,False,False,False,False,False,,False,True,6824
train-009199,exclude,False,random_validation,random_validation,1100,True,True,False,False,False,True,False,,False,False,
train-009200,include,True,,,2050,True,False,False,False,False,False,False,,False,True,6825
train-009201,include,True,,,321,True,False,False,False,False,False,False,,False,True,6826
train-009202,include,True,,,164,True,False,False,False,False,False,False,,False,True,6827
train-009203,include,True,,,3,True,False,False,False,False,False,False,,False,True,6828
train-009204,include,True,,,6,True,False,False,False,False,False,False,,False,True,6829
train-009205,include,True,,,28,True,False,False,False,False,False,False,,False,True,6830
train-009206,include,True,,,18,True,False,False,False,False,False,False,,False,True,6831
train-009207,include,True,,,180,True,False,False,False,False,False,False,,False,True,6832
train-009208,include,True,,,30,True,False,False,False,False,False,False,,False,True,6833
train-009209,include,True,,,128,True,False,False,False,False,False,False,,False,True,6834
train-009210,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,2001000,True,False,False,True,True,True,False,,False,False,
train-009211,include,True,,,24,True,False,False,False,False,False,False,,False,True,6835
train-009212,include,True,,,2,True,False,False,False,False,False,False,,False,True,6836
train-009213,include,True,,,1,True,False,False,False,False,False,False,,False,True,6837
train-009214,include,True,,,90,True,False,False,False,False,False,False,,False,True,6838
train-009215,include,True,,,3,True,False,False,False,False,False,False,,False,True,6839
train-009216,include,True,,,90,True,False,False,False,False,False,False,,False,True,6840
train-009217,exclude,False,template_validation,template_validation,8,True,False,True,False,False,True,False,,False,False,
train-009218,include,True,,,200,True,False,False,False,False,False,False,,False,True,6841
train-009219,include,True,,,278,True,False,False,False,False,False,False,,False,True,6842
train-009220,exclude,False,hard_diagnostic,hard_diagnostic,64912347,True,False,False,True,False,True,False,,False,False,
train-009221,include,True,,,176,True,False,False,False,False,False,False,,False,True,6843
train-009222,include,True,,,4,True,False,False,False,False,False,False,,False,True,6844
train-009223,include,True,,,2,True,False,False,False,False,False,False,,False,True,6845
train-009224,include,True,,,960,True,False,False,False,False,False,False,,False,True,6846
train-009225,include,True,,,27,True,False,False,False,False,False,False,,False,True,6847
train-009227,include,True,,,750,True,False,False,False,False,False,False,,False,True,6848
train-009228,include,True,,,125,True,False,False,False,False,False,False,,False,True,6849
train-009229,include,True,,,5,True,False,False,False,False,False,False,,False,True,6850
train-009230,exclude,False,random_validation,random_validation|template_validation|hard_diagnostic,83,True,True,True,True,False,True,False,,False,False,
train-009232,exclude,False,random_validation,random_validation,4810,True,True,False,False,False,True,False,,False,False,
train-009233,include,True,,,5,True,False,False,False,False,False,False,,False,True,6851
train-009234,include,True,,,1,True,False,False,False,False,False,False,,False,True,6852
train-009235,include,True,,,3,True,False,False,False,False,False,False,,False,True,6853
train-009236,include,True,,,40,True,False,False,False,False,False,False,,False,True,6854
train-009237,include,True,,,128,True,False,False,False,False,False,False,,False,True,6855
train-009238,include,True,,,80,True,False,False,False,False,False,False,,False,True,6856
train-009239,include,True,,,36,True,False,False,False,False,False,False,,False,True,6857
train-009240,include,True,,,7,True,False,False,False,False,False,False,,False,True,6858
train-009241,include,True,,,20000,True,False,False,False,False,False,False,,False,True,6859
train-009242,include,True,,,121,True,False,False,False,False,False,False,,False,True,6860
train-009243,include,True,,,232,True,False,False,False,False,False,False,,False,True,6861
train-009244,include,True,,,590,True,False,False,False,False,False,False,,False,True,6862
train-009245,include,True,,,13,True,False,False,False,False,False,False,,False,True,6863
train-009246,include,True,,,160,True,False,False,False,False,False,False,,False,True,6864
train-009247,exclude,False,template_validation,template_validation|hard_diagnostic|format_diagnostic,145150295,True,False,True,True,True,True,False,,False,False,
train-009248,include,True,,,1,True,False,False,False,False,False,False,,False,True,6865
train-009249,include,True,,,-3,True,False,False,False,False,False,False,,False,True,6866
train-009250,exclude,False,random_validation,random_validation|template_validation,-258,True,True,True,False,False,True,False,,False,False,
train-009251,include,True,,,50,True,False,False,False,False,False,False,,False,True,6867
train-009252,include,True,,,63,True,False,False,False,False,False,False,,False,True,6868
train-009253,include,True,,,8281,True,False,False,False,False,False,False,,False,True,6869
train-009254,include,True,,,6,True,False,False,False,False,False,False,,False,True,6870
train-009255,include,True,,,15,True,False,False,False,False,False,False,,False,True,6871
train-009256,exclude,False,template_validation,template_validation,42,True,False,True,False,False,True,False,,False,False,
train-009257,include,True,,,924,True,False,False,False,False,False,False,,False,True,6872
train-009258,include,True,,,340,True,False,False,False,False,False,False,,False,True,6873
train-009259,include,True,,,3,True,False,False,False,False,False,False,,False,True,6874
train-009260,include,True,,,62,True,False,False,False,False,False,False,,False,True,6875
train-009261,include,True,,,16,True,False,False,False,False,False,False,,False,True,6876
train-009262,include,True,,,5500,True,False,False,False,False,False,False,,False,True,6877
train-009263,include,True,,,29,True,False,False,False,False,False,False,,False,True,6878
train-009264,include,True,,,2,True,False,False,False,False,False,False,,False,True,6879
train-009265,include,True,,,7,True,False,False,False,False,False,False,,False,True,6880
train-009266,include,True,,,25,True,False,False,False,False,False,False,,False,True,6881
train-009267,exclude,False,random_validation,random_validation,74,True,True,False,False,False,True,False,,False,False,
train-009268,include,True,,,4,True,False,False,False,False,False,False,,False,True,6882
train-009269,include,True,,,6,True,False,False,False,False,False,False,,False,True,6883
train-009270,include,True,,,24,True,False,False,False,False,False,False,,False,True,6884
train-009271,include,True,,,-4,True,False,False,False,False,False,False,,False,True,6885
train-009272,include,True,,,3,True,False,False,False,False,False,False,,False,True,6886
train-009273,include,True,,,8,True,False,False,False,False,False,False,,False,True,6887
train-009274,include,True,,,10,True,False,False,False,False,False,False,,False,True,6888
train-009276,exclude,False,template_validation,template_validation,968,True,False,True,False,False,True,False,,False,False,
train-009277,include,True,,,16,True,False,False,False,False,False,False,,False,True,6889
train-009278,include,True,,,60,True,False,False,False,False,False,False,,False,True,6890
train-009279,include,True,,,15,True,False,False,False,False,False,False,,False,True,6891
train-009280,include,True,,,76,True,False,False,False,False,False,False,,False,True,6892
train-009281,include,True,,,92,True,False,False,False,False,False,False,,False,True,6893
train-009282,include,True,,,30,True,False,False,False,False,False,False,,False,True,6894
train-009283,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,1814400,True,False,False,True,True,True,False,,False,False,
train-009284,include,True,,,8,True,False,False,False,False,False,False,,False,True,6895
train-009285,include,True,,,40,True,False,False,False,False,False,False,,False,True,6896
train-009287,include,True,,,3,True,False,False,False,False,False,False,,False,True,6897
train-009288,include,True,,,10,True,False,False,False,False,False,False,,False,True,6898
train-009289,exclude,False,hard_diagnostic,hard_diagnostic,8,True,False,False,True,False,True,False,,False,False,
train-009290,exclude,False,template_validation,template_validation,32,True,False,True,False,False,True,False,,False,False,
train-009291,include,True,,,160,True,False,False,False,False,False,False,,False,True,6899
train-009292,include,True,,,160,True,False,False,False,False,False,False,,False,True,6900
train-009293,exclude,False,random_validation,random_validation,1101,True,True,False,False,False,True,False,,False,False,
train-009294,include,True,,,6,True,False,False,False,False,False,False,,False,True,6901
train-009295,include,True,,,72,True,False,False,False,False,False,False,,False,True,6902
train-009297,include,True,,,250,True,False,False,False,False,False,False,,False,True,6903
train-009298,include,True,,,72,True,False,False,False,False,False,False,,False,True,6904
train-009299,include,True,,,0,True,False,False,False,False,False,False,,False,False,6905
train-009300,include,True,,,96,True,False,False,False,False,False,False,,False,True,6906
train-009301,include,True,,,15,True,False,False,False,False,False,False,,False,True,6907
train-009302,exclude,False,template_validation,template_validation,13,True,False,True,False,False,True,False,,False,False,
train-009303,include,True,,,23,True,False,False,False,False,False,False,,False,True,6908
train-009304,include,True,,,100,True,False,False,False,False,False,False,,False,True,6909
train-009305,include,True,,,79,True,False,False,False,False,False,False,,False,True,6910
train-009306,include,True,,,950,True,False,False,False,False,False,False,,False,True,6911
train-009307,exclude,False,random_validation,random_validation,31,True,True,False,False,False,True,False,,False,False,
train-009308,exclude,False,hard_diagnostic,hard_diagnostic|format_diagnostic,1002003,True,False,False,True,True,True,False,,False,False,
train-009309,include,True,,,1010,True,False,False,False,False,False,False,,False,True,6912
train-009310,exclude,False,template_validation,template_validation,7,True,False,True,False,False,True,False,,False,False,
train-009311,include,True,,,247,True,False,False,False,False,False,False,,False,True,6913
train-009313,include,True,,,8,True,False,False,False,False,False,False,,False,True,6914
train-009314,exclude,False,random_validation,random_validation,80,True,True,False,False,False,True,False,,False,False,
train-009315,include,True,,,10,True,False,False,False,False,False,False,,False,True,6915
train-009316,include,True,,,29,True,False,False,False,False,False,False,,False,True,6916
train-009317,include,True,,,10,True,False,False,False,False,False,False,,False,True,6917
train-009318,exclude,False,template_validation,template_validation,62,True,False,True,False,False,True,False,,False,False,
train-009319,include,True,,,7,True,False,False,False,False,False,False,,False,True,6918
train-009320,include,True,,,50,True,False,False,False,False,False,False,,False,True,6919
train-009321,include,True,,,8,True,False,False,False,False,False,False,,False,True,6920
train-009322,exclude,False,template_validation,template_validation,3500,True,False,True,False,False,True,False,,False,False,
train-009323,include,True,,,3,True,False,False,False,False,False,False,,False,True,6921
train-009324,include,True,,,5,True,False,False,False,False,False,False,,False,True,6922
train-009325,include,True,,,6,True,False,False,False,False,False,False,,False,True,6923
