id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-010544,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,107,positive,d2
train-010545,validation,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,519,positive,d2
train-010546,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,167,positive,d2
train-010547,train,gt512|positive|d1|geometry,geometry,701,positive,d1
train-010548,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,274,positive,d1
train-010549,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,259,positive,d2
train-010550,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,201,positive,d1
train-010551,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,92,positive,d1
train-010552,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,180,positive,d4_5
train-010554,train,le128|positive|d1|number_theory,number_theory,46,positive,d1
train-010555,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,183,positive,d1
train-010556,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,109,positive,d2
train-010557,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,390,positive,d3
train-010558,train,gt512|positive|d3|number_theory,number_theory,863,positive,d3
train-010559,validation,le128|positive|d2|geometry,geometry,85,positive,d2
train-010560,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,156,positive,d1
train-010561,train,257_512|positive|d1|geometry,geometry,462,positive,d1
train-010562,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,13,negative,d1
train-010563,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,231,positive,d2
train-010564,train,gt512|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,672,positive,d6_plus
train-010565,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,294,positive,d1
train-010566,train,257_512|positive|d1|geometry,geometry,286,positive,d1
train-010567,train,129_256|negative|d1|algebra,algebra,149,negative,d1
train-010568,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,431,positive,d2
train-010569,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,124,positive,d2
train-010570,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,380,positive,d1
train-010571,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,183,positive,d4_5
train-010572,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,412,positive,d2
train-010573,train,129_256|positive|d1|algebra,algebra,235,positive,d1
train-010574,train,le128|positive|d1|number_theory,number_theory,94,positive,d1
train-010575,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,120,positive,d2
train-010576,train,129_256|negative|d2|arithmetic_word_problem,arithmetic_word_problem,134,negative,d2
train-010578,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,86,positive,d4_5
train-010579,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,206,positive,d1
train-010580,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,302,positive,d2
train-010581,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,188,positive,d3
train-010582,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,203,positive,d2
train-010583,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,182,positive,d1
train-010584,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,121,positive,d4_5
train-010585,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,304,positive,d2
train-010586,validation,129_256|positive|d2|algebra,algebra,160,positive,d2
train-010587,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,130,positive,d3
train-010589,train,129_256|positive|d4_5|number_theory,number_theory,253,positive,d4_5
train-010590,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,348,positive,d3
train-010591,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,203,positive,d1
train-010592,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,51,positive,d1
train-010593,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,162,positive,d3
train-010594,train,129_256|positive|d1|algebra,algebra,161,positive,d1
train-010595,train,257_512|positive|d2|geometry,geometry,319,positive,d2
train-010596,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,325,positive,d2
train-010597,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,433,positive,d1
train-010598,train,129_256|positive|d2|geometry,geometry,142,positive,d2
train-010599,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,203,positive,d3
train-010600,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,235,positive,d2
train-010601,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,120,positive,d1
train-010602,train,129_256|positive|d3|number_theory,number_theory,234,positive,d3
train-010603,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,238,positive,d3
train-010604,train,129_256|positive|d2|number_theory,number_theory,212,positive,d2
train-010605,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,300,positive,d1
train-010606,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,171,positive,d1
train-010607,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,365,positive,d2
train-010608,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,64,positive,d1
train-010609,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,139,positive,d1
train-010610,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,182,positive,d2
train-010611,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,42,positive,d1
train-010612,validation,129_256|positive|d2|algebra,algebra,151,positive,d2
train-010613,train,129_256|positive|d4_5|number_theory,number_theory,150,positive,d4_5
train-010614,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,148,positive,d3
train-010615,train,129_256|positive|d2|geometry,geometry,209,positive,d2
train-010616,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,103,positive,d1
train-010617,validation,257_512|positive|d2|geometry,geometry,434,positive,d2
train-010618,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,121,positive,d4_5
train-010619,train,129_256|positive|d1|algebra,algebra,255,positive,d1
train-010620,train,le128|positive|d3|number_theory,number_theory,110,positive,d3
train-010621,train,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,562,positive,d2
train-010622,train,257_512|positive|d4_5|number_theory,number_theory,379,positive,d4_5
train-010623,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,136,positive,d1
train-010624,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,267,positive,d4_5
train-010625,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,305,positive,d1
train-010627,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,291,positive,d3
train-010628,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,132,positive,d3
train-010629,train,129_256|positive|d2|geometry,geometry,251,positive,d2
train-010630,train,129_256|positive|d1|algebra,algebra,205,positive,d1
train-010631,train,129_256|positive|d1|geometry,geometry,184,positive,d1
train-010632,train,129_256|positive|d2|geometry,geometry,188,positive,d2
train-010633,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,119,positive,d2
train-010634,train,le128|positive|d2|number_theory,number_theory,86,positive,d2
train-010635,train,257_512|positive|d4_5|combinatorics_probability,combinatorics_probability,274,positive,d4_5
train-010636,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,235,positive,d3
train-010637,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,401,positive,d1
train-010638,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,414,positive,d3
train-010639,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,256,positive,d1
train-010640,train,129_256|positive|d3|algebra,algebra,140,positive,d3
train-010641,validation,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,103,positive,d3
train-010642,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,303,positive,d3
train-010643,train,129_256|positive|d2|geometry,geometry,145,positive,d2
train-010644,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,180,positive,d2
train-010645,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,210,positive,d1
train-010646,train,le128|positive|d1|algebra,algebra,101,positive,d1
train-010647,train,257_512|positive|d3|algebra,algebra,319,positive,d3
train-010648,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,318,positive,d1
train-010649,validation,le128|positive|d2|algebra,algebra,103,positive,d2
train-010650,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,163,positive,d2
train-010651,train,129_256|positive|d1|algebra,algebra,150,positive,d1
train-010652,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,158,positive,d3
train-010653,train,257_512|positive|d3|algebra,algebra,410,positive,d3
train-010654,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,168,positive,d3
train-010655,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,183,positive,d2
train-010656,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,252,positive,d2
train-010657,train,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,27,zero,d1
train-010658,train,257_512|positive|d3|geometry,geometry,512,positive,d3
train-010659,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,376,positive,d2
train-010660,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,82,positive,d1
train-010661,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,215,positive,d3
train-010662,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,411,positive,d2
train-010663,train,gt512|positive|d2|algebra,algebra,516,positive,d2
train-010664,train,129_256|positive|d2|geometry,geometry,224,positive,d2
train-010665,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,263,positive,d2
train-010666,train,257_512|positive|d1|geometry,geometry,339,positive,d1
train-010667,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,229,positive,d3
train-010668,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,322,positive,d1
train-010669,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,359,positive,d3
train-010670,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,382,positive,d3
train-010671,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,123,positive,d1
train-010672,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,240,positive,d1
train-010674,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,160,positive,d3
train-010675,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,263,positive,d2
train-010676,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,321,positive,d3
train-010677,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,135,positive,d2
train-010678,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,262,positive,d3
train-010679,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,250,positive,d2
train-010680,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,90,positive,d4_5
train-010681,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,243,positive,d4_5
train-010682,train,gt512|positive|d4_5|number_theory,number_theory,863,positive,d4_5
train-010683,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,179,positive,d3
train-010684,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,241,positive,d1
train-010685,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,160,positive,d3
train-010686,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,181,positive,d2
train-010687,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,74,positive,d2
train-010689,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,168,positive,d1
train-010690,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,124,positive,d2
train-010691,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,211,positive,d2
train-010692,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,347,positive,d1
train-010693,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,470,positive,d4_5
train-010694,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-010695,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,238,positive,d2
train-010696,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,207,positive,d3
train-010697,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,233,positive,d2
train-010698,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,276,positive,d2
train-010699,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,342,positive,d2
train-010700,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,139,positive,d3
train-010701,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,158,positive,d2
train-010702,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,60,positive,d3
train-010703,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,472,positive,d2
train-010704,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,83,positive,d2
train-010705,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,153,positive,d3
train-010706,validation,129_256|positive|d2|number_theory,number_theory,136,positive,d2
train-010707,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,35,positive,d3
train-010708,train,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,57,zero,d1
train-010709,train,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,47,zero,d1
train-010710,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,199,positive,d2
train-010711,validation,le128|positive|d1|algebra,algebra,110,positive,d1
train-010712,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,183,positive,d2
train-010713,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,94,positive,d4_5
train-010714,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,270,positive,d2
train-010715,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,210,positive,d1
train-010716,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,342,positive,d1
train-010717,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,235,positive,d4_5
train-010718,train,257_512|positive|d1|geometry,geometry,279,positive,d1
train-010719,train,le128|positive|d2|number_theory,number_theory,60,positive,d2
train-010720,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,327,positive,d1
train-010721,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,197,positive,d2
train-010722,train,129_256|positive|d1|combinatorics_probability,combinatorics_probability,185,positive,d1
train-010723,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,362,positive,d1
train-010724,train,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,72,zero,d1
train-010725,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,251,positive,d3
train-010726,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,151,positive,d2
train-010727,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,162,positive,d2
train-010728,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,117,positive,d4_5
train-010729,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,563,positive,d1
train-010730,train,le128|negative|d2|algebra,algebra,114,negative,d2
train-010731,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,100,positive,d2
train-010732,train,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,780,positive,d3
train-010733,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,304,positive,d3
train-010734,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,44,positive,d4_5
train-010735,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,114,positive,d1
train-010736,train,le128|positive|d2|algebra,algebra,115,positive,d2
train-010737,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,212,positive,d4_5
train-010738,train,129_256|positive|d1|number_theory,number_theory,210,positive,d1
train-010739,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,210,positive,d1
train-010740,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,136,positive,d1
train-010741,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,247,positive,d2
train-010742,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,342,positive,d2
train-010743,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,200,positive,d2
train-010744,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,348,positive,d4_5
train-010745,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,401,positive,d1
train-010746,train,129_256|positive|d4_5|algebra,algebra,208,positive,d4_5
train-010747,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,338,positive,d2
train-010748,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-010749,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,250,positive,d2
train-010750,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,208,positive,d1
train-010751,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,147,positive,d3
train-010752,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,279,positive,d1
train-010753,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,197,positive,d1
train-010754,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,204,positive,d1
train-010755,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,369,positive,d3
train-010756,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,241,positive,d2
train-010757,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,172,positive,d2
train-010758,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,76,positive,d1
train-010759,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,363,positive,d2
train-010760,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,93,positive,d3
train-010761,train,257_512|positive|d1|geometry,geometry,290,positive,d1
train-010762,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,264,positive,d3
train-010763,train,gt512|positive|d3|geometry,geometry,536,positive,d3
train-010764,train,257_512|positive|d3|number_theory,number_theory,478,positive,d3
train-010765,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-010766,train,129_256|positive|d2|geometry,geometry,234,positive,d2
train-010767,train,le128|positive|d2|combinatorics_probability,combinatorics_probability,84,positive,d2
train-010769,train,257_512|positive|d1|algebra,algebra,283,positive,d1
train-010770,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,263,positive,d1
train-010771,train,257_512|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,424,positive,d6_plus
train-010772,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,190,positive,d2
train-010773,train,le128|positive|d1|algebra,algebra,108,positive,d1
train-010774,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,101,positive,d1
train-010775,train,257_512|positive|d2|number_theory,number_theory,372,positive,d2
train-010776,train,129_256|positive|d1|algebra,algebra,251,positive,d1
train-010777,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,131,positive,d3
train-010778,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,295,positive,d1
train-010779,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,179,positive,d3
train-010780,validation,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,94,positive,d4_5
train-010781,train,129_256|positive|d4_5|geometry,geometry,236,positive,d4_5
train-010782,validation,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,225,positive,d6_plus
train-010783,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,280,positive,d4_5
train-010784,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,74,positive,d2
train-010785,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,247,positive,d3
train-010786,train,129_256|negative|d2|arithmetic_word_problem,arithmetic_word_problem,247,negative,d2
train-010787,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,97,positive,d2
train-010788,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,469,positive,d2
train-010789,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,177,positive,d3
train-010790,train,257_512|positive|d1|algebra,algebra,496,positive,d1
train-010791,train,129_256|negative|d3|algebra,algebra,169,negative,d3
train-010792,validation,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,302,positive,d1
train-010793,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,225,positive,d1
train-010794,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,250,positive,d1
train-010795,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,299,positive,d1
train-010796,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,460,positive,d3
train-010797,train,129_256|positive|d2|number_theory,number_theory,207,positive,d2
train-010798,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,264,positive,d2
train-010799,train,257_512|positive|d4_5|number_theory,number_theory,383,positive,d4_5
train-010800,train,gt512|positive|d1|geometry,geometry,576,positive,d1
train-010801,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,101,positive,d1
train-010802,train,257_512|positive|d3|number_theory,number_theory,283,positive,d3
train-010803,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,187,positive,d3
train-010804,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,111,positive,d1
train-010805,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,200,positive,d2
train-010806,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,186,positive,d1
train-010807,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,165,positive,d3
train-010808,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,120,positive,d1
train-010809,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,219,positive,d2
train-010810,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,132,positive,d2
train-010811,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,131,positive,d3
train-010812,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,141,positive,d2
train-010813,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,210,positive,d3
train-010814,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,255,positive,d2
train-010815,train,le128|positive|d1|algebra,algebra,122,positive,d1
train-010816,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,230,positive,d2
train-010817,train,le128|positive|d2|number_theory,number_theory,48,positive,d2
train-010818,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,145,positive,d3
train-010819,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,510,positive,d1
train-010820,train,129_256|positive|d1|geometry,geometry,151,positive,d1
train-010821,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,153,positive,d4_5
train-010822,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,238,positive,d3
train-010824,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,174,positive,d2
train-010825,train,257_512|positive|d3|number_theory,number_theory,319,positive,d3
train-010826,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,245,positive,d2
train-010827,train,gt512|positive|d1|number_theory,number_theory,1429,positive,d1
train-010828,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,205,positive,d3
train-010829,train,257_512|negative|d4_5|algebra,algebra,369,negative,d4_5
train-010830,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,128,positive,d2
train-010831,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,248,positive,d3
train-010832,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,180,positive,d3
train-010833,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,319,positive,d4_5
train-010834,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,223,positive,d2
train-010835,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,319,positive,d2
train-010836,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,88,positive,d1
train-010837,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,257,positive,d2
train-010838,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,316,positive,d2
train-010839,train,129_256|positive|d2|number_theory,number_theory,171,positive,d2
train-010840,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,55,positive,d3
train-010841,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,108,positive,d2
train-010842,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,568,positive,d1
train-010843,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,122,positive,d2
train-010844,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,239,positive,d3
train-010845,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,329,positive,d3
train-010846,validation,129_256|positive|d1|geometry,geometry,200,positive,d1
train-010847,train,129_256|negative|d2|arithmetic_word_problem,arithmetic_word_problem,166,negative,d2
train-010848,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,160,positive,d1
train-010849,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,312,positive,d4_5
train-010850,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,151,positive,d2
train-010851,train,le128|positive|d1|geometry,geometry,115,positive,d1
train-010852,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,197,positive,d2
train-010853,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,152,positive,d1
train-010854,train,257_512|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,385,positive,d6_plus
train-010855,validation,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,310,positive,d3
train-010856,train,257_512|positive|d3|number_theory,number_theory,440,positive,d3
train-010857,train,129_256|positive|d3|geometry,geometry,130,positive,d3
train-010858,train,gt512|positive|d1|geometry,geometry,1396,positive,d1
train-010859,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-010860,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,187,positive,d1
train-010861,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,240,positive,d1
train-010862,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,189,positive,d3
train-010863,train,129_256|negative|d1|geometry,geometry,195,negative,d1
train-010864,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,51,positive,d1
train-010865,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-010866,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,179,positive,d3
train-010867,train,le128|positive|d2|algebra,algebra,87,positive,d2
train-010868,validation,129_256|positive|d4_5|geometry,geometry,145,positive,d4_5
