source_row_index,id,decision,decision_reason,question_sha256,legacy_question_sha256,question_content_matches_legacy,legacy_filtered_membership
490,val-000490,keep,present_in_legacy_filtered_derivative,e5deb6c197169d357bde811dce32ca579009be7eb424cc2dcd52a3d4fb478e02,e5deb6c197169d357bde811dce32ca579009be7eb424cc2dcd52a3d4fb478e02,true,true
491,val-000491,keep,present_in_legacy_filtered_derivative,e5a47f382afb15c856e383326c3cbbb99cf3a341ad5db235693c412789e9dac1,e5a47f382afb15c856e383326c3cbbb99cf3a341ad5db235693c412789e9dac1,true,true
492,val-000492,keep,present_in_legacy_filtered_derivative,998d1b37156d6318f2bbd66a7bdb1d7aab3c510d336a5a28d0a4c3a0be2586f8,998d1b37156d6318f2bbd66a7bdb1d7aab3c510d336a5a28d0a4c3a0be2586f8,true,true
493,val-000493,keep,present_in_legacy_filtered_derivative,4c7bc1f60de2cd849460f8e0e2206d79011ff837709fea5cf15ae4180ee18ab3,4c7bc1f60de2cd849460f8e0e2206d79011ff837709fea5cf15ae4180ee18ab3,true,true
494,val-000494,keep,present_in_legacy_filtered_derivative,7d96ab3ab87acabba5370b366c518361ae60b896dffa048d000b9d200a952bbd,7d96ab3ab87acabba5370b366c518361ae60b896dffa048d000b9d200a952bbd,true,true
495,val-000495,keep,present_in_legacy_filtered_derivative,c2dcc6525f7913ee2da8d852c2a41e20711c1951ecbd2c848f97b25737c5981d,c2dcc6525f7913ee2da8d852c2a41e20711c1951ecbd2c848f97b25737c5981d,true,true
496,val-000496,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,ea7c14a023d777101edd11ee606fc17fa7eb13f6b255d87c1f63ea0361519605,,,false
497,val-000497,keep,present_in_legacy_filtered_derivative,b5d5b88319e51a7cbcf77c45b9804d7c15d2966207a4ca30c0f48fd207217afe,b5d5b88319e51a7cbcf77c45b9804d7c15d2966207a4ca30c0f48fd207217afe,true,true
498,val-000498,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,623d3d6ce419a421019eac45306691b62594157b682920dc802b1b9e9a368469,,,false
499,val-000499,keep,present_in_legacy_filtered_derivative,533f28f15198b20d7ca0bc3178de8df5c8fabb0987caebf738a9ac1c86929ac2,533f28f15198b20d7ca0bc3178de8df5c8fabb0987caebf738a9ac1c86929ac2,true,true
500,val-000500,keep,present_in_legacy_filtered_derivative,879c23cf92c1ba53959abbb88c4379b8526bb714b496623745c291f4005ba097,879c23cf92c1ba53959abbb88c4379b8526bb714b496623745c291f4005ba097,true,true
501,val-000501,keep,present_in_legacy_filtered_derivative,c849c343e9184c4e225b729c9b72a9ecf80fe5a190712847feea8adbf33cd1ce,c849c343e9184c4e225b729c9b72a9ecf80fe5a190712847feea8adbf33cd1ce,true,true
502,val-000502,keep,present_in_legacy_filtered_derivative,bc6c66effb03af191707162734efe65684280f13ef9f36bf6f8de3e62828a6f6,bc6c66effb03af191707162734efe65684280f13ef9f36bf6f8de3e62828a6f6,true,true
503,val-000503,keep,present_in_legacy_filtered_derivative,61218df23e223cb02b432530477b8d8094b03f4cc98a1d62b49826e96515da72,61218df23e223cb02b432530477b8d8094b03f4cc98a1d62b49826e96515da72,true,true
504,val-000504,keep,present_in_legacy_filtered_derivative,c57632687baf6e043ef56e337e43d8191b23208f03fd9b44ce91424102c89ee2,c57632687baf6e043ef56e337e43d8191b23208f03fd9b44ce91424102c89ee2,true,true
505,val-000505,keep,present_in_legacy_filtered_derivative,afcdb0c6ec3359fbb9c8dc0e1716f0a83b3ef74c750eb5b8cde0c859300e7044,3c0d7b3e976ce83a9be24c7ccfde3c559a15e1fb5c0f746af8857d304cf4f05c,false,true
506,val-000506,keep,present_in_legacy_filtered_derivative,db7f8b1b293cdf67fc2c8fe99c64308115767fd41bc7c0e0fde35f403213609f,db7f8b1b293cdf67fc2c8fe99c64308115767fd41bc7c0e0fde35f403213609f,true,true
507,val-000507,keep,present_in_legacy_filtered_derivative,e91e13bea6006cf515e4fb44322232d9f16f26616a4bfd92356bbf87e5b9ee46,e91e13bea6006cf515e4fb44322232d9f16f26616a4bfd92356bbf87e5b9ee46,true,true
508,val-000508,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,0d95bf562028e19fa9e4046265476414e681c8ccf12b67dbef7657abe74f6f64,,,false
509,val-000509,keep,present_in_legacy_filtered_derivative,cc516600adcb7fce8e6687ddd5fc726100db250d9e95d645e0b39b3369cbb1dd,cc516600adcb7fce8e6687ddd5fc726100db250d9e95d645e0b39b3369cbb1dd,true,true
510,val-000510,keep,present_in_legacy_filtered_derivative,faf7b771eb486a06eae1b9b5f98fdf547f403f4f261ea90236873b80779832ff,faf7b771eb486a06eae1b9b5f98fdf547f403f4f261ea90236873b80779832ff,true,true
511,val-000511,keep,present_in_legacy_filtered_derivative,cebe4e507ae8c19f835762450e76e35fc3b7b03f371347ae4343f427eef8347d,cebe4e507ae8c19f835762450e76e35fc3b7b03f371347ae4343f427eef8347d,true,true
512,val-000512,keep,present_in_legacy_filtered_derivative,2577f24c030cb109959d304ba0b20958f2088bbf0d3f5b25103acd14f1d6a200,2577f24c030cb109959d304ba0b20958f2088bbf0d3f5b25103acd14f1d6a200,true,true
513,val-000513,keep,present_in_legacy_filtered_derivative,b9e8108e2e25465119d36f603573ad9cd8835845f53424efb50178277800d285,b9e8108e2e25465119d36f603573ad9cd8835845f53424efb50178277800d285,true,true
514,val-000514,keep,present_in_legacy_filtered_derivative,628ec73c8875607f81fce4ec2e6c93793591aa90ed060a42780595e37844b602,628ec73c8875607f81fce4ec2e6c93793591aa90ed060a42780595e37844b602,true,true
515,val-000515,keep,present_in_legacy_filtered_derivative,71630d4386fb03b993dfcbcc77051d3381bb6f124994581209e182ccc6a8a64d,71630d4386fb03b993dfcbcc77051d3381bb6f124994581209e182ccc6a8a64d,true,true
516,val-000516,keep,present_in_legacy_filtered_derivative,486a62e08aa43b0d15dd5f776aed033db815a81031b6da824c6d2056e802bd99,c3cefa45b10cf2e5166316b159b52b9452047a99033b7b0235921426894a8b8e,false,true
517,val-000517,keep,present_in_legacy_filtered_derivative,a5386848d83fe402c5b578e598d3d4005869a29281cc5002f9a2179920cc5576,a5386848d83fe402c5b578e598d3d4005869a29281cc5002f9a2179920cc5576,true,true
518,val-000518,keep,present_in_legacy_filtered_derivative,d1b4c4a3ce1f2540d8e9ddd0f0571dd304627fe96a8bdc80bf9c293501f08e45,d1b4c4a3ce1f2540d8e9ddd0f0571dd304627fe96a8bdc80bf9c293501f08e45,true,true
519,val-000519,keep,present_in_legacy_filtered_derivative,0a0c24539ac7b6e7c06202b97757b3d842e2b574850ee8e9bb82b660f0a435cc,0a0c24539ac7b6e7c06202b97757b3d842e2b574850ee8e9bb82b660f0a435cc,true,true
520,val-000520,keep,present_in_legacy_filtered_derivative,769954bb510ff06d6d702f9d90fa3ea49ec6fecb448ed7194cd309bfeef8c7ff,769954bb510ff06d6d702f9d90fa3ea49ec6fecb448ed7194cd309bfeef8c7ff,true,true
521,val-000521,keep,present_in_legacy_filtered_derivative,ffc183cc53079fe7c5b536f160c1ade9691c62f46c00e28d1140bed324a2a6e4,ffc183cc53079fe7c5b536f160c1ade9691c62f46c00e28d1140bed324a2a6e4,true,true
522,val-000522,keep,present_in_legacy_filtered_derivative,79cf6736cbeeb90af4606fb52d7b261ba75814c786b60414f90645e9a85feee8,79cf6736cbeeb90af4606fb52d7b261ba75814c786b60414f90645e9a85feee8,true,true
523,val-000523,keep,present_in_legacy_filtered_derivative,7db21e03d465705d6b047529a5948936c2718bf564085ffc1b582c45cdcbe0db,7db21e03d465705d6b047529a5948936c2718bf564085ffc1b582c45cdcbe0db,true,true
524,val-000524,keep,present_in_legacy_filtered_derivative,6a1adc2cb276b7330bc2d1c3eb3fbf39464ca6e64ecc9047cd5645e3adaf891e,6a1adc2cb276b7330bc2d1c3eb3fbf39464ca6e64ecc9047cd5645e3adaf891e,true,true
525,val-000525,keep,present_in_legacy_filtered_derivative,6af291b13b208ee13b08765b6958917a94a6e7aeaccee0465738afe950dc210d,6af291b13b208ee13b08765b6958917a94a6e7aeaccee0465738afe950dc210d,true,true
526,val-000526,keep,present_in_legacy_filtered_derivative,b9933e78c25560a89396e992233c114c705e00a22cbe02cfa3a5c5ecbb3a7fba,b9933e78c25560a89396e992233c114c705e00a22cbe02cfa3a5c5ecbb3a7fba,true,true
527,val-000527,keep,present_in_legacy_filtered_derivative,5893b265239f7488c13dbe43a9c03be9f393c0c1e7126c50b17c43282f503ba0,41c3301b4bda8a35871abfb0c58cbdfbdb4f4f4072d5258c12658bab91eaee48,false,true
528,val-000528,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,36878b4237e65a0cb3be9195ddbf51362a33a1724fe5584431e05bc996723278,,,false
529,val-000529,keep,present_in_legacy_filtered_derivative,e0e59a4b0a0e261970d99bfe76a060f0a6d6635ea95c7509abbf6ff832209fbb,e0e59a4b0a0e261970d99bfe76a060f0a6d6635ea95c7509abbf6ff832209fbb,true,true
530,val-000530,keep,present_in_legacy_filtered_derivative,5ec3cc48e5271ab852ea65b4ec748c8f3d2ef97930b3b18ea331be38d665e8b8,5ec3cc48e5271ab852ea65b4ec748c8f3d2ef97930b3b18ea331be38d665e8b8,true,true
531,val-000531,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,de1dba32b31c68d5beed52e7e52347c37f5de31432eb56232f6bc7409565babb,,,false
532,val-000532,keep,present_in_legacy_filtered_derivative,add21782bcefdc6b188000a6e2c8eaa895f1b64bd23f141fa298555662cc51fd,add21782bcefdc6b188000a6e2c8eaa895f1b64bd23f141fa298555662cc51fd,true,true
533,val-000533,keep,present_in_legacy_filtered_derivative,82a53f7fa093addfd03e5e396b3f5634c61b828472bd1af940a99f85b0ced4b4,82a53f7fa093addfd03e5e396b3f5634c61b828472bd1af940a99f85b0ced4b4,true,true
534,val-000534,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,e27b45aac6bb16bab4ee249bcda2ed905cc307c7487571ca09c8c4ac85025c9d,,,false
535,val-000535,keep,present_in_legacy_filtered_derivative,12bc53850f420ba2bf6bb484c228702f752a859e2bf8650d035618e9efc221ff,12bc53850f420ba2bf6bb484c228702f752a859e2bf8650d035618e9efc221ff,true,true
536,val-000536,keep,present_in_legacy_filtered_derivative,18f6319b93f5e12491f914efa878434c2fa0a467b7e4dd303a3b73d518eabd8b,18f6319b93f5e12491f914efa878434c2fa0a467b7e4dd303a3b73d518eabd8b,true,true
537,val-000537,keep,present_in_legacy_filtered_derivative,ebd83159f82b7882a9ab086ef99a6012bb9c619b1bac57aa17939ec1f4502966,ebd83159f82b7882a9ab086ef99a6012bb9c619b1bac57aa17939ec1f4502966,true,true
538,val-000538,keep,present_in_legacy_filtered_derivative,c24140cd2c46fc60f19f97120533fd0c13f1259d3334f7e970d7fa6cfed4340c,c24140cd2c46fc60f19f97120533fd0c13f1259d3334f7e970d7fa6cfed4340c,true,true
539,val-000539,keep,present_in_legacy_filtered_derivative,42e4c87471f800a12cee669af5b87a918ceeb4f6f0cebebd171be57019ee10cb,42e4c87471f800a12cee669af5b87a918ceeb4f6f0cebebd171be57019ee10cb,true,true
540,val-000540,keep,present_in_legacy_filtered_derivative,e71b8c250246f37d4d30358f9e22f2a94be550a9a4641c35102ac8032a91c0d8,e71b8c250246f37d4d30358f9e22f2a94be550a9a4641c35102ac8032a91c0d8,true,true
541,val-000541,keep,present_in_legacy_filtered_derivative,ee1069d4709e8c4df146c773df460450f12a617020c95f94ff86dad6e91e3c2f,ee1069d4709e8c4df146c773df460450f12a617020c95f94ff86dad6e91e3c2f,true,true
542,val-000542,keep,present_in_legacy_filtered_derivative,63b92616451b66e63d4f2d6e80d394f14095eb6ab467dd5d8a28c80ddab3066b,63b92616451b66e63d4f2d6e80d394f14095eb6ab467dd5d8a28c80ddab3066b,true,true
543,val-000543,keep,present_in_legacy_filtered_derivative,00e2730d622c4ad841a894c00a2054b5d54475e6cfb1366950f115b18e40fefd,00e2730d622c4ad841a894c00a2054b5d54475e6cfb1366950f115b18e40fefd,true,true
544,val-000544,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,51a1d13cd8af59e263e19fbdb888da8ac15334e7dce98a069b3274bddb779305,,,false
545,val-000545,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,95f3c3d29e91139564fd05adc7ccb574c063d0cfd820e4ab369b9eb0e0beedfe,,,false
546,val-000546,keep,present_in_legacy_filtered_derivative,0c5e3377e446d5f432b6b1dba269619812b4078e7e91a8b40de50c2cb3c3bdea,0c5e3377e446d5f432b6b1dba269619812b4078e7e91a8b40de50c2cb3c3bdea,true,true
547,val-000547,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,d65b1a2cd1d747e9f4174d81b83c768960d8fb18a1b64c6389f23f9aaa601692,,,false
548,val-000548,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,d76d56b000152782aad81a19f492c612374afb8d78f111679b31f5f366d07dc1,,,false
549,val-000549,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,bcec42e486724a893b3f23fa0b683fdb96572915c78c4286d15b391a0e934191,,,false
550,val-000550,keep,present_in_legacy_filtered_derivative,bf080d309a932489c7ec3b53150f043438a899d93af406771022a89d36294f4d,bf080d309a932489c7ec3b53150f043438a899d93af406771022a89d36294f4d,true,true
551,val-000551,keep,present_in_legacy_filtered_derivative,764dca3c56aa4424b0beeefc8534e0b0165f746c0357d0acaa9e6f77c0d018bf,764dca3c56aa4424b0beeefc8534e0b0165f746c0357d0acaa9e6f77c0d018bf,true,true
552,val-000552,keep,present_in_legacy_filtered_derivative,e6f0e8690ac23a230b3efe5ba69604ef7cebdb419155b63d84f7f816f148e558,e6f0e8690ac23a230b3efe5ba69604ef7cebdb419155b63d84f7f816f148e558,true,true
553,val-000553,keep,present_in_legacy_filtered_derivative,298e43e3048254572fed89b54772b5f241d36761dbc8bb8f54e10502e9d2dca6,298e43e3048254572fed89b54772b5f241d36761dbc8bb8f54e10502e9d2dca6,true,true
554,val-000554,keep,present_in_legacy_filtered_derivative,45b89e59012065d4d6d0dff9a6e2730dd75822f7240f7480d3704907e2169c0b,45b89e59012065d4d6d0dff9a6e2730dd75822f7240f7480d3704907e2169c0b,true,true
555,val-000555,keep,present_in_legacy_filtered_derivative,24db3d47e9dcf96e3c43737559a5074cda04160768c3fa2be5779e20e19d27e1,24db3d47e9dcf96e3c43737559a5074cda04160768c3fa2be5779e20e19d27e1,true,true
556,val-000556,keep,present_in_legacy_filtered_derivative,ab23e86ff4d6c37154d67a7234dc75ab1b8b080bb6ccbcc5614734b332d94278,ab23e86ff4d6c37154d67a7234dc75ab1b8b080bb6ccbcc5614734b332d94278,true,true
557,val-000557,keep,present_in_legacy_filtered_derivative,0015b7408bcb683d953c4cabe18d8f68addd98eb84802b941abdfa9ef58a9c8e,0015b7408bcb683d953c4cabe18d8f68addd98eb84802b941abdfa9ef58a9c8e,true,true
558,val-000558,keep,present_in_legacy_filtered_derivative,d4e4ae7b69cba4b95650c9e90545a13c61d555fe4f8138c3e4b55d3bae9a7db8,d4e4ae7b69cba4b95650c9e90545a13c61d555fe4f8138c3e4b55d3bae9a7db8,true,true
559,val-000559,keep,present_in_legacy_filtered_derivative,c711e2762c2e8dc3feaf99cb00e34afd42267cb29dddcda9cb9b9224130f858f,c711e2762c2e8dc3feaf99cb00e34afd42267cb29dddcda9cb9b9224130f858f,true,true
560,val-000560,keep,present_in_legacy_filtered_derivative,b0c79f70920d878b4044a588368400027875fead49695186fde08fdaeb818ae7,b0c79f70920d878b4044a588368400027875fead49695186fde08fdaeb818ae7,true,true
561,val-000561,keep,present_in_legacy_filtered_derivative,9d6341e5d71ffce70087a79ad1b12552a548cc113bf1949ffde29c17bef76aa7,9d6341e5d71ffce70087a79ad1b12552a548cc113bf1949ffde29c17bef76aa7,true,true
562,val-000562,keep,present_in_legacy_filtered_derivative,48f977937eb7e1d97b7a60e2a0532bac731e131b5f79f92ec3d28965b1844f80,48f977937eb7e1d97b7a60e2a0532bac731e131b5f79f92ec3d28965b1844f80,true,true
563,val-000563,keep,present_in_legacy_filtered_derivative,0022d68d63d2d5b7835157a0dfa316cbc5c767fdbe1cd370d5dcf9f38f830dcc,a4eaa5cdf20e9ec83b6f61db120bed5a9bb27d2aa22149c4315be6a8ef318aa9,false,true
564,val-000564,keep,present_in_legacy_filtered_derivative,9ef4106f176d2f1ce0b5cc50fb5b87e4555703eb4bfb1c38adbd564ffbde1d55,9ef4106f176d2f1ce0b5cc50fb5b87e4555703eb4bfb1c38adbd564ffbde1d55,true,true
565,val-000565,keep,present_in_legacy_filtered_derivative,43661402c2545b6146748d426b63d8da39c5685554bd296a9b21676cf27f7b22,43661402c2545b6146748d426b63d8da39c5685554bd296a9b21676cf27f7b22,true,true
566,val-000566,keep,present_in_legacy_filtered_derivative,844d7a1768c19756c101703fa897d92dd20623ec5286c7dad00f4ef6b78ee939,844d7a1768c19756c101703fa897d92dd20623ec5286c7dad00f4ef6b78ee939,true,true
567,val-000567,keep,present_in_legacy_filtered_derivative,8b2e5281f92593cdbffab20e67788327d3cdccc9c4af2b620551208f058b51ce,83eae2c7db0a19dcb96bcc66fedfab512788fbaa44ffa44bda206397f21641d0,false,true
568,val-000568,keep,present_in_legacy_filtered_derivative,df1e0d9376f2be33d594c09be96824546124a0215c7817c5a1e3315c415fdfcd,df1e0d9376f2be33d594c09be96824546124a0215c7817c5a1e3315c415fdfcd,true,true
569,val-000569,keep,present_in_legacy_filtered_derivative,2652aded6ba3013f9fcbbb82f77a0cf45e18b5fec965a7e0c3fd0ac6ea77a278,2652aded6ba3013f9fcbbb82f77a0cf45e18b5fec965a7e0c3fd0ac6ea77a278,true,true
570,val-000570,keep,present_in_legacy_filtered_derivative,2cbbdfdb7b363ba5feb554530021642fb4febebad27b9fab6a044ad0ab69d967,2cbbdfdb7b363ba5feb554530021642fb4febebad27b9fab6a044ad0ab69d967,true,true
571,val-000571,keep,present_in_legacy_filtered_derivative,48e7f42c58fa9e72c89072cf11b52c982282f5fe2fd003b5f520f96e44abf0a1,48e7f42c58fa9e72c89072cf11b52c982282f5fe2fd003b5f520f96e44abf0a1,true,true
572,val-000572,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,8774f3b62277dd5a980efa3ed8116a77643ce6770e74e1d4bb94e72f4d8eee91,,,false
573,val-000573,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,a7e2b7cf9f2f310025b0eb64f6d6d170b4488399d42ba8617fa65ce34edf102f,,,false
574,val-000574,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,99ec3a242c09f17b2c13b2840d77cfe425fd7d49b23410276f52be4c5e6fb12b,,,false
575,val-000575,keep,present_in_legacy_filtered_derivative,4f6ddaba1ad962a9c69c12e63af90bff2e8cacb23a32c5d49b02f464dedc9c80,8fb3964befad3d2d24a039bcb7109a8910d9a8818378e55df89eddf6e8299ad9,false,true
576,val-000576,keep,present_in_legacy_filtered_derivative,2b2f71a72aece43a7be7045391175a46a4cdfb44b7cadfe096ff6beaff671ad3,2b2f71a72aece43a7be7045391175a46a4cdfb44b7cadfe096ff6beaff671ad3,true,true
577,val-000577,keep,present_in_legacy_filtered_derivative,f0c6b35ff79c58ad26a97ba23f2b37ff9c19b76d0d6f5f61f785b0d4774af6cb,baac9c8cdeacee733e07904e7d04c9f6aff5092c8fca43276624649af8e2b929,false,true
578,val-000578,keep,present_in_legacy_filtered_derivative,94aeb3ff33b434794340965e5b923330349c86e49f7fad52bc9426a87d7db2f5,94aeb3ff33b434794340965e5b923330349c86e49f7fad52bc9426a87d7db2f5,true,true
579,val-000579,keep,present_in_legacy_filtered_derivative,818a83e3fb303f3ee85d4e482b5aa40d6c57fad5ef95ebac155115eae13ec5f2,818a83e3fb303f3ee85d4e482b5aa40d6c57fad5ef95ebac155115eae13ec5f2,true,true
580,val-000580,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,9c96290338bc9a6f48110ea1b26540449dc1c58e9998e90a69cd19232d9c39eb,,,false
581,val-000581,keep,present_in_legacy_filtered_derivative,7d73072ed909827c5e57921e53cbff92403a6645f7c0b3ab46a6b1d2e1cbc8e4,7d73072ed909827c5e57921e53cbff92403a6645f7c0b3ab46a6b1d2e1cbc8e4,true,true
582,val-000582,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,d4616f1ab15ec87b16d266b39debba63b2a3dd1328b00ea3ade637eda2eec1b4,,,false
583,val-000583,keep,present_in_legacy_filtered_derivative,1cd2e9d5b46185f87d6ce2427f3aa4ff53bb0c958ce476bd9fd9c77681793b33,1cd2e9d5b46185f87d6ce2427f3aa4ff53bb0c958ce476bd9fd9c77681793b33,true,true
584,val-000584,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,822570a1b7fe261e37a459df0d489e2cda5f0a049176e068cd3a04c4c1224683,,,false
585,val-000585,keep,present_in_legacy_filtered_derivative,178e483fb3c2f42cb161a81d9c9c0d2dfe0fc34eec069a3796e98027addec18e,178e483fb3c2f42cb161a81d9c9c0d2dfe0fc34eec069a3796e98027addec18e,true,true
586,val-000586,keep,present_in_legacy_filtered_derivative,98d9eb1b815094b3195995a6a0a0781e55d25a6f4369fd9ce0704d4a8e61daa4,98d9eb1b815094b3195995a6a0a0781e55d25a6f4369fd9ce0704d4a8e61daa4,true,true
587,val-000587,keep,present_in_legacy_filtered_derivative,79b6c70a4a56d37bd32441294021857e319504692848da2a12e7ee0e248abcfe,ab568085fd0eab96a5732c03dbff7033302f3c6a7d0284acfb06f26f20ce4f1e,false,true
588,val-000588,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,77a55739e433c3561a94a1c33d18b4c9265e6be365609f8fcf791a3b785d0482,,,false
589,val-000589,keep,present_in_legacy_filtered_derivative,1c7881c4664b64b0b9cf6f000ce007e17600e6886a6e0a2d817c7308cd210a6e,1c7881c4664b64b0b9cf6f000ce007e17600e6886a6e0a2d817c7308cd210a6e,true,true
590,val-000590,keep,present_in_legacy_filtered_derivative,decc07e0d2e5a0f557554c410260b453917348b35c2f311234bf6f4bf78890f9,decc07e0d2e5a0f557554c410260b453917348b35c2f311234bf6f4bf78890f9,true,true
591,val-000591,keep,present_in_legacy_filtered_derivative,5affca2442a76747f0c591b6cd63bb57314df95bf79ba68bcb1f2b6a042f561b,5affca2442a76747f0c591b6cd63bb57314df95bf79ba68bcb1f2b6a042f561b,true,true
592,val-000592,keep,present_in_legacy_filtered_derivative,5189da9db53e6767f8c17ca70ead5fdd40836b9f78f4e2f023cdbe59f7ddd526,2705062857687d79a7df704e8303b7ffed9a4bb22f35db1f8812dc6936e445d5,false,true
593,val-000593,keep,present_in_legacy_filtered_derivative,210487d50bc890da88f7603c251ce22575a2b716fcc7f2898b5875082d84ba25,210487d50bc890da88f7603c251ce22575a2b716fcc7f2898b5875082d84ba25,true,true
594,val-000594,keep,present_in_legacy_filtered_derivative,1ee3590e2be27bacf7009b785e020bf361bedbd0c522f29b09d56f6c5b0a215f,1ee3590e2be27bacf7009b785e020bf361bedbd0c522f29b09d56f6c5b0a215f,true,true
595,val-000595,keep,present_in_legacy_filtered_derivative,d27c6a85c1d9a74b9b51cfd78a8aff996aadc9e6c2d87e7109e7d88cfc86329b,e1499b2db4fd018d7fc601cdf9c5fef9691f430bfec75f0a3815f42544ef4fe1,false,true
596,val-000596,keep,present_in_legacy_filtered_derivative,1eb0e591821f0bb5320e6d79aceb61bceef4aaf4dc4ccf2141ddbeaabdb122e1,1eb0e591821f0bb5320e6d79aceb61bceef4aaf4dc4ccf2141ddbeaabdb122e1,true,true
597,val-000597,keep,present_in_legacy_filtered_derivative,2d2c034bd6afa02c3e4b4713a50c21dbbaf5e303eb490ca985459f7d16541f8d,2d2c034bd6afa02c3e4b4713a50c21dbbaf5e303eb490ca985459f7d16541f8d,true,true
598,val-000598,keep,present_in_legacy_filtered_derivative,3a9c77972f12e284c2c36f86b4ca4e4d502ccc009b0796d2e14a39a186bb23de,3a9c77972f12e284c2c36f86b4ca4e4d502ccc009b0796d2e14a39a186bb23de,true,true
599,val-000599,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,38b0e0319bae42de5a38298049b980768bbbc78add3b039c4dea6cf3400eda3a,,,false
600,val-000600,keep,present_in_legacy_filtered_derivative,918dbefbcf84cff52cad8ae3922f86b7467c1711d7a88d990967d96d01141719,918dbefbcf84cff52cad8ae3922f86b7467c1711d7a88d990967d96d01141719,true,true
601,val-000601,keep,present_in_legacy_filtered_derivative,005a7668eaac6c9280ec9eb0bb3b14048c7209533a6f664270be82d34bf1e7f7,005a7668eaac6c9280ec9eb0bb3b14048c7209533a6f664270be82d34bf1e7f7,true,true
602,val-000602,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,131457c68dbb702708a2548f8071e6d444e3fb52bf9eb660711c4c88fb7650bc,,,false
603,val-000603,keep,present_in_legacy_filtered_derivative,3eba36294b7f854bc4f54df3991712a4a9523c1c0a48653eda95ca56fcc7f3b9,3eba36294b7f854bc4f54df3991712a4a9523c1c0a48653eda95ca56fcc7f3b9,true,true
604,val-000604,keep,present_in_legacy_filtered_derivative,fe2f7dc74549eb1599cb9c279b5c1d1cb708e1b169418588c1961474e62ea477,fe2f7dc74549eb1599cb9c279b5c1d1cb708e1b169418588c1961474e62ea477,true,true
605,val-000605,keep,present_in_legacy_filtered_derivative,19a389b44f950b327271b76ac57c7bc4372ce4c30e2e51f0fb7e4ef14ad51f51,2cc7f08b4083b255d29442cdef31fb343c3bd6c97b3821ff7f353f7053908a66,false,true
606,val-000606,keep,present_in_legacy_filtered_derivative,dde88a8de094f999e01490e61bb26ae4743f282db450a0cd992212f74da87e4c,dde88a8de094f999e01490e61bb26ae4743f282db450a0cd992212f74da87e4c,true,true
607,val-000607,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,2a8b0028f7d54625627ea2473f469a155437e472222bebbea048e4325c1a7cef,,,false
608,val-000608,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,3cd9b65c78974c4134497e49d30a4c433f3ccdf89fa5ce7cb4039935e668565a,,,false
609,val-000609,keep,present_in_legacy_filtered_derivative,9a8f31734c9f2930f0e13e84c0ca2cfb60d45f9a9cc46f8f61d3e469ec1c4a05,9a8f31734c9f2930f0e13e84c0ca2cfb60d45f9a9cc46f8f61d3e469ec1c4a05,true,true
610,val-000610,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,09a697202aa8f0e1129800365276d47cc4b794ff8db1188fea47ab411f1858d6,,,false
611,val-000611,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,8c135d413cad2f72f4f0a61b598aec4c3135afe546851ad4f9a1f14249390c7e,,,false
612,val-000612,keep,present_in_legacy_filtered_derivative,c8e6ab0a9a8d0ed904b2620f837eaf7fd5af4a43347564db11038b1c7f8c121d,c8e6ab0a9a8d0ed904b2620f837eaf7fd5af4a43347564db11038b1c7f8c121d,true,true
613,val-000613,exclude,absent_from_legacy_filtered_derivative; historical semantic reason unavailable,bc481a7669b9508aa776eebe7318a3052e7d1bcbd5e88c045071287c6471b564,,,false
614,val-000614,keep,present_in_legacy_filtered_derivative,ae2a4bcb53a2a5166c6a43facb8b7c28dec0d5d3872c6d9fd79e8976485d4df0,4f36ba271d5cea07c47d9ff99861ff97d65e0937df46d8172cac32cffafdf4db,false,true
615,val-000615,keep,present_in_legacy_filtered_derivative,f9e1d7da396dc4e62c0ac84168c0370bdf0e41a4efde88331a729c9f7e110922,f9e1d7da396dc4e62c0ac84168c0370bdf0e41a4efde88331a729c9f7e110922,true,true
