row_number,id,source,source_row_idx,answer_type,final_answer,included,quality_tier,quality_score,f1_candidate,primary_exclusion_reason,exclusion_reasons,quality_flags,schema_valid,schema_errors,id_unique,id_provenance_consistent,messages_consistent,assistant_solution_consistent,last_final_line_consistent,solution_nonempty,solution_word_count,solution_char_count,length_band,problem_dependency_detected,tool_dependency_detected,truncation_detected,self_contradiction_detected,verifier_status,verifier_checked_equations,verifier_not_checked_expressions,verifier_failed_equations,verifier_coverage,manual_review_scope,manual_verdict,manual_error_type,manual_notes
16960,omi2-000005925,augmented_math,5925,integer,16,false,excluded,0,false,external_visual_or_problem_code_dependency,external_visual_or_problem_code_dependency,problem:external_visual_or_code_dependency|verifier:not_checked,true,,true,true,true,true,true,true,401,2164,preferred,true,false,false,false,not_checked,0,11,0,0.000000,,,,
16961,omi2-000039543,augmented_math,39543,integer,-13,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,286,1333,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
16962,omi2-000031967,augmented_math,31967,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,226,1259,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16963,omi2-000021055,augmented_math,21055,fraction,-80/81,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,352,1842,preferred,false,false,false,false,not_checked,0,22,0,0.000000,,,,
16964,omi2-000005306,augmented_math,5306,integer,480,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,151,772,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16965,omi2-000033216,augmented_gsm8k,33216,decimal,115.5,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,72,368,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
16966,omi2-000061132,augmented_math,61132,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,305,1596,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
16967,omi2-000045135,augmented_gsm8k,45135,integer,38,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,60,301,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
16968,omi2-000007268,augmented_math,7268,fraction,-11/16,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,124,790,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
16969,omi2-000030334,augmented_gsm8k,30334,integer,993,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,109,551,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
16970,omi2-000021937,augmented_math,21937,integer,18,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,131,729,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16971,omi2-000012881,augmented_gsm8k,12881,integer,10,true,low,3,false,,,verifier:not_checked,true,,true,true,true,true,true,true,59,290,acceptable,false,false,false,false,not_checked,0,3,0,0.000000,,,,
16972,omi2-000016792,augmented_math,16792,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,187,996,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
16973,omi2-000035226,augmented_math,35226,integer,76,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,86,417,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
16974,omi2-000046917,augmented_math,46917,integer,8,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,634,3482,acceptable,false,false,false,false,not_checked,0,11,0,0.000000,,,,
16975,omi2-000001187,augmented_math,1187,integer,9,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,157,736,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
16976,omi2-000020459,augmented_math,20459,integer,25,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,244,1363,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
16977,omi2-000001671,augmented_math,1671,integer,16,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,149,701,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16978,omi2-000019823,augmented_gsm8k,19823,decimal,4.125,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,105,531,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16979,omi2-000005537,augmented_math,5537,integer,36,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,293,1453,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16980,omi2-000034618,augmented_math,34618,integer,750,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,382,1792,preferred,false,false,false,false,not_checked,0,13,0,0.000000,,,,
16981,omi2-000014040,augmented_math,14040,integer,55,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,157,899,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
16982,omi2-000061567,augmented_math,61567,integer,11,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,234,1255,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
16983,omi2-000000363,augmented_math,363,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,396,1744,preferred,false,false,false,false,not_checked,0,24,0,0.000000,,,,
16984,omi2-000028396,augmented_gsm8k,28396,decimal,41.60,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,134,640,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16985,omi2-000035374,augmented_math,35374,integer,-216,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,236,808,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16986,omi2-000000638,augmented_gsm8k,638,decimal,28.50,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,247,1223,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
16987,omi2-000002782,augmented_math,2782,integer,24,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,229,1074,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16988,omi2-000029866,augmented_math,29866,fraction,119/144,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,439,2418,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16989,omi2-000000748,augmented_math,748,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,259,1568,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16990,omi2-000002582,augmented_math,2582,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,168,857,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
16991,omi2-000031079,augmented_math,31079,integer,72,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,169,782,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16992,omi2-000033507,augmented_math,33507,integer,17280,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,169,952,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
16993,omi2-000063368,augmented_math,63368,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,134,749,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
16994,omi2-000035557,augmented_math,35557,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,142,744,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
16995,omi2-000061746,augmented_math,61746,integer,7,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,237,1227,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
16996,omi2-000058235,augmented_math,58235,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,135,594,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
16997,omi2-000027288,augmented_gsm8k,27288,decimal,1062.50,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,93,510,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
16998,omi2-000061170,augmented_math,61170,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,115,647,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
16999,omi2-000029183,augmented_gsm8k,29183,integer,75,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,70,364,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17000,omi2-000064002,augmented_math,64002,integer,1,false,excluded,0,false,detectable_self_contradiction,detectable_self_contradiction,contradiction:multiple_unresolved_correction_markers|contradiction:explicit_unresolved_error_statement|verifier:not_checked,true,,true,true,true,true,true,true,539,3773,acceptable,false,false,false,true,not_checked,0,6,0,0.000000,,,,
17001,omi2-000031597,augmented_math,31597,fraction,29/36,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,214,1432,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17002,omi2-000039251,augmented_math,39251,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,144,823,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17003,omi2-000058622,augmented_math,58622,integer,1,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,513,2175,acceptable,false,false,false,false,not_checked,0,33,0,0.000000,,,,
17004,omi2-000001017,augmented_math,1017,integer,250,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,112,578,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17005,omi2-000064009,augmented_math,64009,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,281,1483,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17006,omi2-000031069,augmented_math,31069,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,213,1121,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17007,omi2-000046191,augmented_math,46191,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,302,1623,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
17008,omi2-000040992,gsm8k,40992,integer,200,true,medium,5,false,,,verifier:not_checked,true,,true,true,true,true,true,true,99,530,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17009,omi2-000050403,augmented_math,50403,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,257,1325,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17010,omi2-000013097,augmented_gsm8k,13097,integer,88,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,103,488,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17011,omi2-000029676,augmented_math,29676,integer,1,false,excluded,0,false,external_visual_or_problem_code_dependency,external_visual_or_problem_code_dependency,problem:external_visual_or_code_dependency|verifier:not_checked,true,,true,true,true,true,true,true,203,1101,preferred,true,false,false,false,not_checked,0,3,0,0.000000,,,,
17012,omi2-000009967,augmented_math,9967,integer,10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,332,1921,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17013,omi2-000047289,augmented_math,47289,integer,16,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,218,1011,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
17014,omi2-000026480,augmented_math,26480,integer,57,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,298,1784,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17015,omi2-000009893,augmented_gsm8k,9893,integer,3,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,167,770,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17016,omi2-000059049,augmented_math,59049,integer,40,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,512,2426,acceptable,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17017,omi2-000044720,augmented_math,44720,integer,3,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,232,1153,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17018,omi2-000026949,gsm8k,26949,integer,20,true,medium,5,false,,,verifier:not_checked,true,,true,true,true,true,true,true,158,821,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17019,omi2-000044509,augmented_gsm8k,44509,integer,44,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,121,615,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17020,omi2-000044943,augmented_math,44943,integer,3,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,242,1328,preferred,false,false,false,false,not_checked,0,12,0,0.000000,,,,
17021,omi2-000046106,augmented_math,46106,fraction,5/2,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,45,315,acceptable,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17022,omi2-000007197,augmented_math,7197,integer,3,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,188,1040,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
17023,omi2-000044568,augmented_gsm8k,44568,integer,819,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,57,291,acceptable,false,false,false,false,passed_partial,1,1,0,0.500000,,,,
17024,omi2-000061665,augmented_math,61665,integer,4032,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,260,1602,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
17025,omi2-000000509,augmented_math,509,integer,84,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,71,564,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17026,omi2-000050764,augmented_math,50764,integer,1,false,excluded,0,false,external_visual_or_problem_code_dependency,external_visual_or_problem_code_dependency,problem:external_visual_or_code_dependency|verifier:not_checked,true,,true,true,true,true,true,true,374,2162,preferred,true,false,false,false,not_checked,0,3,0,0.000000,,,,
17027,omi2-000021229,augmented_gsm8k,21229,integer,50,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,92,423,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17028,omi2-000046052,augmented_math,46052,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,380,1794,preferred,false,false,false,false,not_checked,0,14,0,0.000000,,,,
17029,omi2-000043910,augmented_gsm8k,43910,integer,2300,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,154,777,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17030,omi2-000017416,augmented_math,17416,integer,75,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,105,558,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17031,omi2-000012989,augmented_math,12989,integer,16,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,226,1255,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17032,omi2-000051232,augmented_math,51232,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,313,1804,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17033,omi2-000036184,augmented_math,36184,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,322,1060,preferred,false,false,false,false,not_checked,0,17,0,0.000000,,,,
17034,omi2-000045611,augmented_math,45611,integer,40,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,260,1276,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
17035,omi2-000048452,augmented_math,48452,integer,20,false,excluded,0,false,detectable_self_contradiction,detectable_self_contradiction,contradiction:multiple_unresolved_correction_markers|verifier:not_checked,true,,true,true,true,true,true,true,218,1098,preferred,false,false,false,true,not_checked,0,11,0,0.000000,,,,
17036,omi2-000032891,augmented_math,32891,integer,208,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,147,747,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17037,omi2-000022784,augmented_math,22784,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,263,1314,preferred,false,false,false,false,not_checked,0,12,0,0.000000,,,,
17038,omi2-000065413,augmented_math,65413,integer,-10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,140,576,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17039,omi2-000005245,augmented_math,5245,integer,-1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,411,1704,preferred,false,false,false,false,not_checked,0,17,0,0.000000,,,,
17040,omi2-000058167,augmented_math,58167,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,157,801,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
17041,omi2-000000207,augmented_math,207,integer,100,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,108,530,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17042,omi2-000050967,augmented_math,50967,integer,168,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,246,1333,preferred,false,false,false,false,not_checked,0,10,0,0.000000,,,,
17043,omi2-000004327,augmented_math,4327,fraction,7/15,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,158,980,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17044,omi2-000053114,augmented_math,53114,integer,-2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,132,590,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
17045,omi2-000019431,augmented_math,19431,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,314,1382,preferred,false,false,false,false,not_checked,0,22,0,0.000000,,,,
17046,omi2-000065475,augmented_math,65475,integer,6,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,189,810,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17047,omi2-000033306,augmented_math,33306,decimal,19.2,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,181,1018,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17048,omi2-000055984,math,55984,integer,3,true,medium,5,false,,,verifier:not_checked,true,,true,true,true,true,true,true,183,905,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17049,omi2-000023311,augmented_math,23311,integer,11160,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,108,610,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17050,omi2-000013350,augmented_math,13350,integer,15,true,low,1,false,,,verifier:not_checked,true,,true,true,true,true,true,true,587,2955,acceptable,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17051,omi2-000014844,augmented_math,14844,integer,12,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,237,1255,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
17052,omi2-000036479,augmented_math,36479,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,318,1636,preferred,false,false,false,false,not_checked,0,16,0,0.000000,,,,
17053,omi2-000053879,augmented_math,53879,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,216,1138,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17054,omi2-000022441,augmented_math,22441,integer,12,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,204,1021,preferred,false,false,false,false,not_checked,0,8,0,0.000000,,,,
17055,omi2-000003310,augmented_math,3310,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,166,891,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17056,omi2-000034268,augmented_math,34268,integer,6,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,194,1087,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
17057,omi2-000029696,augmented_math,29696,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,214,964,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17058,omi2-000044520,augmented_math,44520,integer,29,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,166,791,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
17059,omi2-000045947,augmented_math,45947,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,229,1153,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17060,omi2-000038043,augmented_gsm8k,38043,integer,720,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,75,379,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
17061,omi2-000037936,augmented_math,37936,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,190,1333,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17062,omi2-000025189,augmented_math,25189,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,371,1951,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17063,omi2-000000707,augmented_math,707,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,98,438,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17064,omi2-000029353,augmented_math,29353,integer,4,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,225,1009,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17065,omi2-000014876,augmented_math,14876,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,133,616,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
17066,omi2-000053135,augmented_math,53135,integer,77,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,340,1659,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17067,omi2-000002009,augmented_math,2009,integer,22,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,163,754,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17068,omi2-000060174,augmented_math,60174,integer,41,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,246,1024,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
17069,omi2-000040632,augmented_math,40632,integer,7,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,193,961,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17070,omi2-000043517,augmented_math,43517,fraction,273/200,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,114,743,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
17071,omi2-000023338,augmented_math,23338,integer,10,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,107,573,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
17072,omi2-000015951,augmented_math,15951,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,108,1005,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17073,omi2-000014131,augmented_math,14131,integer,6,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,429,2178,preferred,false,false,false,false,not_checked,0,16,0,0.000000,,,,
17074,omi2-000053957,augmented_math,53957,integer,38,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,280,1409,preferred,false,false,false,false,not_checked,0,9,0,0.000000,,,,
17075,omi2-000019641,augmented_gsm8k,19641,integer,34,true,medium,5,false,,,verifier:partial_coverage,true,,true,true,true,true,true,true,111,556,preferred,false,false,false,false,passed_partial,1,3,0,0.250000,,,,
17076,omi2-000001318,augmented_gsm8k,1318,integer,200,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,103,513,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17077,omi2-000003835,augmented_math,3835,decimal,0.25,false,excluded,0,false,non_integer_decimal_answer,non_integer_decimal_answer,verifier:not_checked,true,,true,true,true,true,true,true,254,1278,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17078,omi2-000011271,augmented_math,11271,integer,8,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,117,586,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17079,omi2-000023245,augmented_math,23245,integer,80,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,225,1181,preferred,false,false,false,false,not_checked,0,2,0,0.000000,,,,
17080,omi2-000030921,augmented_math,30921,integer,-2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,157,773,preferred,false,false,false,false,not_checked,0,7,0,0.000000,,,,
17081,omi2-000028106,augmented_math,28106,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,361,1861,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
17082,omi2-000027459,augmented_math,27459,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,119,607,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17083,omi2-000013299,augmented_math,13299,integer,97,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,115,545,preferred,false,false,false,false,not_checked,0,0,0,0.000000,,,,
17084,omi2-000003296,augmented_math,3296,integer,-19667,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,75,355,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17085,omi2-000059727,augmented_math,59727,integer,1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,95,497,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17086,omi2-000021576,augmented_math,21576,integer,67,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,208,1051,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17087,omi2-000001829,augmented_math,1829,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,128,583,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17088,omi2-000041351,augmented_math,41351,integer,-1,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,179,885,preferred,false,false,false,false,not_checked,0,5,0,0.000000,,,,
17089,omi2-000006280,augmented_math,6280,fraction,5/7,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,390,2344,preferred,false,false,false,false,not_checked,0,16,0,0.000000,,,,
17090,omi2-000040205,augmented_math,40205,integer,2,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,233,1114,preferred,false,false,false,false,not_checked,0,11,0,0.000000,,,,
17091,omi2-000057424,augmented_math,57424,integer,24,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,202,1035,preferred,false,false,false,false,not_checked,0,1,0,0.000000,,,,
17092,omi2-000016705,augmented_math,16705,fraction,10/21,false,excluded,0,false,non_integer_fraction_answer,non_integer_fraction_answer,verifier:not_checked,true,,true,true,true,true,true,true,167,921,preferred,false,false,false,false,not_checked,0,4,0,0.000000,,,,
17093,omi2-000041274,augmented_math,41274,integer,0,true,low,2,false,,,verifier:not_checked,true,,true,true,true,true,true,true,422,2182,preferred,false,false,false,false,not_checked,0,3,0,0.000000,,,,
17094,omi2-000044941,augmented_gsm8k,44941,integer,124000,true,medium,4,false,,,verifier:not_checked,true,,true,true,true,true,true,true,122,698,preferred,false,false,false,false,not_checked,0,6,0,0.000000,,,,
