id,decision,reason_codes,problem_type,question_length,length_bucket,answer_sign,answer_magnitude,has_unit,is_hard_type,template_sha256,leaderboard_near_score,leaderboard_match_id
train-009680,exclude,phase1_evaluation_id,arithmetic_word_problem,88,le128,zero,d1,False,False,b634a28c33226bde43f185bc9a1c0f75e9c9a296aba5d21946f27fa049e8ace7,,
train-009681,eligible,,number_theory,130,129_256,positive,d2,False,True,5070d3aa11a1e71f5ae816fd19bce94e3a6f8201e856dd115d5f59a30be29dd0,,
train-009682,eligible,,algebra,155,129_256,positive,d3,False,False,ad93f8e6ce6cc49dc6562c2cfca2d749e70246cb2e8b56e7475b6a77a85bd358,,
train-009683,eligible,,number_theory,117,le128,positive,d2,False,True,36ee338210d06475854a591c62976ca545bb550ddd171d8d01ae010b1e2ff185,,
train-009684,eligible,,algebra,73,le128,positive,d1,False,False,68369771c3230653abcfb049d8121c2308b4173f66985b9968d56581f999093e,,
train-009685,eligible,,arithmetic_word_problem,311,257_512,positive,d1,True,False,a096936bed71e7fc45060c20a8f9ba5c3525a0aafa52cf7408a3f86b68331512,,
train-009686,eligible,,number_theory,239,129_256,positive,d4_5,False,True,4501ecc454888be7907277205df92085f4bdf87a72ea6564d5d24a79be85744a,,
train-009687,eligible,,arithmetic_word_problem,190,129_256,positive,d1,False,False,b32bc764985556caaa7accefced8ef2c9b496db66a6e86ec8e216646a1d008c3,,
train-009688,eligible,,arithmetic_word_problem,132,129_256,positive,d1,False,False,d83738aabeb1ebc1964c25a816bb6cd8b6292dfe421879a497c31eb4df5e605a,,
train-009689,exclude,phase1_evaluation_id,arithmetic_word_problem,337,257_512,positive,d3,True,False,66d72c0740cd62be700cb8c841fa65a2dbe941e1d86408904608ed3db4262222,,
train-009690,eligible,,arithmetic_word_problem,193,129_256,positive,d1,True,False,8665c43bd9ec659a540686d190ad0d5b2c7258ff36f027c9ff7cfe2393fa201b,,
train-009691,eligible,,arithmetic_word_problem,172,129_256,positive,d2,False,False,b54868c0a16ab473554bf8857f75cca38844781eea0a43290934e7a5af279eaf,,
train-009692,exclude,phase1_evaluation_id,arithmetic_word_problem,178,129_256,positive,d1,False,False,740fb4059ef2393784a9c79f43c197a9e73c87193c84dc8bcb4f076faf473d73,,
train-009693,eligible,,arithmetic_word_problem,131,129_256,positive,d3,False,False,aabca775f09beb2f369a2925994656d6c46ef957ea118bb24f914e67207d05f0,,
train-009694,exclude,phase1_evaluation_id,arithmetic_word_problem,400,257_512,positive,d3,True,False,66e4f424d017b22f933fdc76b26af950972b805190068c1962f89e9ff28121d3,,
train-009695,eligible,,geometry,366,257_512,positive,d2,True,True,8d3b07d269825776a29b500d2b3536a41b87e838c85851091796050c393a6b06,,
train-009696,eligible,,arithmetic_word_problem,266,257_512,positive,d2,True,False,498835f885487185b7452d7731d0ce908d3901379e8966dfe222c15619ce367e,,
train-009697,eligible,,algebra,102,le128,negative,d1,False,False,3bce982bc2b296810dfbc2452a3637da853a430efbbc3f5072d89ed66d8a29bb,,
train-009698,eligible,,arithmetic_word_problem,157,129_256,positive,d2,False,False,9217c0741d20669a825b32b05e46eee1a502c40c5557e0ade26cff03d7b4f7f7,,
train-009699,eligible,,combinatorics_probability,219,129_256,positive,d2,False,True,802c9c636b581d290f711fb2683e5231ae0620153242b4c7448e6437052995fe,,
train-009700,eligible,,geometry,143,129_256,positive,d1,False,True,306e441081aebecee43d65ec4e4685690a610b8ddcd5137e6f35654f9bccd124,,
train-009701,eligible,,arithmetic_word_problem,127,le128,positive,d2,True,False,d4cccb5390cbc72e515959828c5a6d946e0b98034e8b40a65a4bdc7e68a715cd,,
train-009702,eligible,,arithmetic_word_problem,202,129_256,positive,d4_5,False,False,0bcaf2e5e24f9a8a2374a738746ea7f7ebf7794348006575f5cb4219c77d43dc,,
train-009703,eligible,,arithmetic_word_problem,385,257_512,positive,d2,True,False,9ec96fa7b03705b10f331cc0dfb66d02b2f057ed8f2e60f8f3045c30860b13c5,,
train-009704,eligible,,algebra,114,le128,negative,d1,False,False,a708b09ad36653feec0f89113f3bfdb422ae9ef493f375b340e99e4ba3c7a254,,
train-009705,eligible,,geometry,59,le128,positive,d3,False,True,744bb4fdc06d0816e08d528b9f0c501605fd483401f90496c125f83dab3504d7,,
train-009706,eligible,,arithmetic_word_problem,457,257_512,positive,d3,False,False,2502306f3b386981a9fc5eddafdad5d8420ae48625da61b51535462c73897680,,
train-009707,eligible,,arithmetic_word_problem,252,129_256,positive,d2,True,False,864b7f3f79a60bedb97cf1573615a7ed0376d2c3336b4281b8f403d1d9cf0a06,,
train-009708,eligible,,arithmetic_word_problem,257,257_512,positive,d2,True,False,8cd0487916e5c843e6b98e7713e6cfa07a33ee36e6b2c3381d40279306f9b2f4,,
train-009709,eligible,,arithmetic_word_problem,164,129_256,positive,d2,True,False,91083aa94c11de7f23d04d575be0f4fee9738a7eb80555743aa3bd26a5ff38f3,,
train-009710,eligible,,arithmetic_word_problem,101,le128,positive,d2,True,False,0bcf2f130ec44a6584a7c58c3f85fb2192e02a6b63764b05ef2cd5a9475d5002,,
train-009711,eligible,,arithmetic_word_problem,311,257_512,positive,d2,True,False,91b8e603c1231c243f0490f66c890d951a5666688a76588e9fdc248ca4517703,,
train-009712,eligible,,algebra,636,gt512,positive,d1,False,True,7b75495c9d7b53c27140bcd185e4cfe5bcbf45bb444413c36d534083d2df0c82,,
train-009713,eligible,,arithmetic_word_problem,142,129_256,positive,d1,False,False,2723edaa435d4bda9f332963d4eb7bf1e77e99f58f7d3834462438d3cd41bb3c,,
train-009714,eligible,,arithmetic_word_problem,200,129_256,positive,d2,False,False,ce25da8a96442212cd6182a1bfad97980a4bd92c0c327c586acd1ab440f4c283,,
train-009715,exclude,phase1_evaluation_id,arithmetic_word_problem,192,129_256,negative,d1,False,False,8bfb239e47c62eba0d04b149f37df36b9daea46ec1a1988a8927956f40036090,,
train-009716,eligible,,arithmetic_word_problem,399,257_512,positive,d1,True,False,d93d9b8622c389f7644ef4bde97dcfc249464cba7e69eb22140aa051db356191,,
train-009717,eligible,,arithmetic_word_problem,342,257_512,positive,d3,False,False,8ae7849192f99dd1617cbbcab504226aa128f52a41f159f7cc04fe411b3c1b05,,
train-009718,eligible,,geometry,110,le128,positive,d1,False,True,47398f6fb26c24f469a0214daa60fedabc6ae6dac77fb7f064a72845e5900ba7,,
train-009719,exclude,phase1_evaluation_id,arithmetic_word_problem,158,129_256,positive,d2,False,False,20d40aa23057bbe7fcdc88634b80d069f5fe17ce57272acc98f0cd9021408cd2,,
train-009720,exclude,phase1_evaluation_id,arithmetic_word_problem,332,257_512,positive,d4_5,False,False,46b419b6d5909140ca6329de9906b839114165acee51965f6548ac638ede7bbc,,
train-009721,eligible,,arithmetic_word_problem,211,129_256,positive,d2,True,False,d3457f9872eeb2f34b11859b37a4cac269bacaf4f790e79f06c47696713430b1,,
train-009722,exclude,phase1_evaluation_id,combinatorics_probability,319,257_512,positive,d1,False,True,bef2f0bcb0e8f14eb48841dc4484ad3ea15ba6b5f98c4d9e10a70e700e6829e0,,
train-009723,eligible,,arithmetic_word_problem,222,129_256,positive,d2,False,False,1451131cdec91c273b177aa1c56dbde83eeef9a9de5e922a7377df7343511fc7,,
train-009724,exclude,phase1_evaluation_id,geometry,463,257_512,positive,d1,False,True,48eeb2cb9e5f451ba5126d826e6ee12ad445854c1b98c0e26da81f698f15e2a1,,
train-009725,eligible,,arithmetic_word_problem,123,le128,positive,d1,True,False,7999e046deed486c1288e787e55de2d8fa924cec1b182b358084a5aad3cbf6cc,,
train-009726,exclude,phase1_evaluation_id,combinatorics_probability,346,257_512,positive,d3,False,True,d5c0bfca8e8f2a36fc2ba0317b7450b46841fb30e48601029bbc1d7209b7bd09,,
train-009727,eligible,,arithmetic_word_problem,175,129_256,positive,d2,False,False,af7e1c47119d7e72c2063337a0299cc77fa6012b4afa003b3bd78174e1630637,,
train-009728,eligible,,arithmetic_word_problem,338,257_512,positive,d1,False,False,bf0d39dce995901904e889599ed0a6fdd4a8b12d00886a8781859259b33472b1,,
train-009729,eligible,,combinatorics_probability,294,257_512,positive,d1,True,True,dec125acefeec57699bfc750fe9e6b0a5f0b9951e2937729b17beb856c4ce0e0,,
train-009730,eligible,,arithmetic_word_problem,200,129_256,positive,d4_5,True,False,6c3e8dfd04c49f294571dce5397eedc5d2c28507d833efa9e1d6bc73fe8af9d2,,
train-009731,eligible,,arithmetic_word_problem,280,257_512,positive,d2,False,False,203695a30c8db5d4741dbb6e829d01f46b41032276da267d3e3b8bd5ae281724,,
train-009732,eligible,,arithmetic_word_problem,276,257_512,positive,d2,True,False,ac3e643ab9c3791aca9258fdbaa96e1e6c4ae422fcc4dcedc3c6d534279a6e10,,
train-009733,eligible,,arithmetic_word_problem,204,129_256,positive,d1,False,False,d151a9eed2eb5a16e275ae2871096feec9b6d16db2d3a4f35f8aa71897e7438a,,
train-009734,exclude,phase1_evaluation_id,arithmetic_word_problem,337,257_512,positive,d2,True,False,80656b618a984690beec1720f119bf6dd793b1ec9bc0c4768d088e998c827788,,
train-009735,eligible,,arithmetic_word_problem,340,257_512,positive,d2,True,False,567958de50dc4394ee9a0b76e60ec3d022a53fcb70f4d17baf3c381b55cf192f,,
train-009736,eligible,,arithmetic_word_problem,71,le128,positive,d1,False,False,814c73dbcd9130d0243eab02b68220510ec63d86b54c5b99e35deae9ed5bcc2e,,
train-009737,eligible,,arithmetic_word_problem,339,257_512,positive,d2,True,False,60f5680d7f9d7144ddf43c0e50b371c90b4babf2b6596880ac4ac1eb8d925e1b,,
train-009738,eligible,,arithmetic_word_problem,142,129_256,positive,d1,True,False,c61d567815c773e9d8fd2c4d600a2968f41aa5921ff603aec96da98a356ef403,,
train-009739,eligible,,algebra,334,257_512,positive,d2,False,False,cfc3ba04626e12a5f8a936fe55f2c224e12d5f56e229ce7f4d0fd010df06aee7,,
train-009740,exclude,phase1_evaluation_id,arithmetic_word_problem,180,129_256,positive,d3,True,False,ad69688408c4a2dfd5e5620f4eb322f73c9811a8a00dbf39d4081f7d5375f9a2,,
train-009741,eligible,,arithmetic_word_problem,231,129_256,positive,d2,True,False,f55833eaadc03a777c5a3714345468827c458089d75ffde298360f5ac33184ae,,
train-009742,eligible,,arithmetic_word_problem,213,129_256,positive,d2,False,False,bb3a62b31fdd52a488d7648ebcfe8a40b4a67c7fc0df0e0038bab5ec556a3d66,,
train-009743,eligible,,arithmetic_word_problem,341,257_512,positive,d2,False,False,6d35bd5874ecdeadc18dac2f75e91bb52d0b42c96d734ddffe72ef5753152de6,,
train-009744,exclude,internal_template_duplicate|leaderboard_near_duplicate,number_theory,51,le128,positive,d1,False,True,41b90e7f9d37d6b74b871c856cd80df0f43ae3eab9215c5a49532bd02e1b69e8,1.0,val-000871
train-009745,eligible,,algebra,96,le128,positive,d1,False,False,894fdee0f2b83094679f7c0b4ca1d773f450490a925180fbcd2a3ec47222e5d2,,
train-009746,eligible,,arithmetic_word_problem,160,129_256,positive,d3,False,False,34d5110018b6490f921be8e87c68afc4c7c1dcb811e2785066a5dcc791f249ce,,
train-009747,exclude,phase1_evaluation_id,arithmetic_word_problem,161,129_256,positive,d2,False,False,e3d7c71ae9caa2ccf7d335af55df5564c874ee6a50599380b65c6644c244581d,,
train-009748,eligible,,arithmetic_word_problem,199,129_256,positive,d3,False,False,3e13cb614e489c65cd19eba2b710c4b59a2fc8a2fd16c7bea90a36941f804b65,,
train-009749,exclude,phase1_evaluation_id,arithmetic_word_problem,266,257_512,positive,d4_5,True,False,523af2c80c7e27048eb3bb54460fe78252f17ae31bfebfd44dd083f3639cdfdd,,
train-009750,eligible,,arithmetic_word_problem,262,257_512,positive,d1,True,False,b0978c54b6d21c728d3fc30692b40a3091b2b67d64f375f6d5a072749fe7de5f,,
train-009751,eligible,,arithmetic_word_problem,197,129_256,positive,d2,False,False,df612772ce99aa3d29d5f2e9962ac86ed090ea41831df94d490a818d14a30bda,,
train-009752,eligible,,arithmetic_word_problem,198,129_256,positive,d2,True,False,7d51892bf29b8b175091647f9e5d9a94c3f3ee1ca5d94d27eed0f341e7bdf94c,,
train-009753,exclude,phase1_evaluation_id,arithmetic_word_problem,158,129_256,positive,d6_plus,False,True,66f89ed4ea6f69804a0c092633cb333c0e51a4e3c58ffd84879202b7daf84889,,
train-009754,phase2_local_holdout,phase2_local_holdout_excluded_from_sft,combinatorics_probability,284,257_512,zero,d1,False,True,3b67fd1cf8f0e46078286553b50f0d3f4e2ed18ec59f9498d9d9e6a5f840e1cd,,
train-009755,eligible,,arithmetic_word_problem,157,129_256,positive,d2,False,False,5d6e362ffbfc5a2e94ef9ba8a00b5c66159eedc21aca091fe0a2c99db8534ade,,
train-009756,eligible,,arithmetic_word_problem,259,257_512,positive,d2,False,False,1c6a0e26ec48aa7141c1f977009e564e7ffce552b54bf131ddfff33e73ad713f,,
train-009757,exclude,phase2_quality_exclusion:strict_contract_non_numeric_answer,geometry,468,257_512,positive,d4_5,True,True,62e4fcf80520c0888d1df392136962019f9199fa2cbc00ed4813cb5b9fd82c72,,
train-009758,exclude,phase1_evaluation_id,arithmetic_word_problem,457,257_512,positive,d1,False,False,f2447784290d68a3d0c3023ad52252d48574152500346695da0dbe11030ddf1c,,
train-009759,eligible,,arithmetic_word_problem,191,129_256,positive,d1,False,False,b3dca0b6b3564e5941da0812f47e4bb1d7dc96069ee3f93c4a348bda0f7ac51c,,
train-009760,exclude,phase1_evaluation_id,arithmetic_word_problem,280,257_512,positive,d1,False,False,35ea6c839b9a8d2fd14782594a49dec9a6122229376e2c971de5fd76f90dfd79,,
train-009761,eligible,,algebra,152,129_256,positive,d4_5,False,False,c12057351fac7c8f222ecb1212a9dd353f697419d941ce649e54a38641b4fb4f,,
train-009762,exclude,phase1_evaluation_id,arithmetic_word_problem,103,le128,negative,d1,False,False,8355366468529ad2c5b336b7368ce6746d874c6bc4d657a491071e03b35d1580,,
train-009763,eligible,,algebra,231,129_256,positive,d2,False,False,5f75c27c8676512f1408e676aaa2da0f31b533af4eb69c3d68b53f4d7e490289,,
train-009764,phase2_quality_audit,phase2_quality_audit_excluded_from_sft,combinatorics_probability,166,129_256,negative,d1,False,True,49faea60b34c49e32cb1592b21ccdc8315ed28845933f9974b11c821e5ba483f,,
train-009765,eligible,,geometry,384,257_512,positive,d3,False,True,5b21c3ba01f377a4a4c61096a7d0ec9d67302c0ef376ce05be40e7d8905c1548,,
train-009766,eligible,,arithmetic_word_problem,59,le128,positive,d3,False,False,911c6ff29fa4d70adf4b65223dc75d449f3cf5345a249fb58292f32723b4624e,,
train-009767,exclude,phase1_evaluation_id,geometry,513,gt512,positive,d6_plus,False,True,a81b1997fa1d61da6112c018b9454dd4962ae897645192f54517e02e667f434f,,
train-009768,eligible,,arithmetic_word_problem,254,129_256,positive,d2,False,False,8f9631572b4bc6228600f4274d48b047ad0856ddc99d410e52859e633479903f,,
train-009769,eligible,,arithmetic_word_problem,139,129_256,positive,d3,True,False,47f0d7adca3476a07fbaf2f44d62ddff7b54ca90d31d84f2f0616372f4df6d2c,,
train-009770,phase2_quality_audit,phase2_quality_audit_excluded_from_sft,algebra,44,le128,zero,d1,False,False,77650c86cd944bf8e591bf25657acb75ed49635d4b068a9e298057b421712052,,
train-009771,exclude,phase1_evaluation_id,arithmetic_word_problem,148,129_256,positive,d2,True,False,670e5580a11de43634a074add44a9514556cad32c8617dfc01f85143a24eba24,,
train-009772,eligible,,arithmetic_word_problem,215,129_256,positive,d1,True,False,4f56b48d7a381bb451b72fbc314e21b0aa3362fc8fa22144e5ca689efd3b0680,,
train-009773,eligible,,arithmetic_word_problem,200,129_256,positive,d6_plus,True,True,1b244d1cc6a4ce32ae801e1f1899f637e35d9767ca446c58757b985a795c4aa4,,
train-009774,exclude,phase1_evaluation_id,arithmetic_word_problem,97,le128,positive,d1,False,False,89626c726256c8116ea509ec6204fb743147d87089ce599ba9bcdab978fa2943,,
train-009775,eligible,,algebra,86,le128,positive,d1,False,False,32a572caccda526a4cc9799bb5e1e897978a3183f19a26e74c4c82a9c3a3d8c4,,
train-009776,eligible,,arithmetic_word_problem,196,129_256,positive,d1,False,False,f2847ecec44b5b7b825d8a99b629a330c823b71a6035b92760e06b1b139e7ac8,,
train-009777,exclude,phase1_evaluation_id,arithmetic_word_problem,61,le128,positive,d1,False,False,84dffc73707a2e5e1e47195e5bddafa54418293fc3edb562f8892bb3c6b16bf8,,
train-009778,eligible,,arithmetic_word_problem,101,le128,positive,d2,False,False,450c9e49691c5544e3b72e34fbac536e861eefc7bda7607327050c2f24b87c93,,
train-009779,exclude,phase1_evaluation_id,arithmetic_word_problem,61,le128,positive,d2,False,False,f46a3afa3a1ed1c684b3518cb262a1a6931de8dd8f937105be5a3ae86ef73ed4,,
train-009780,exclude,phase1_evaluation_id,arithmetic_word_problem,284,257_512,positive,d1,True,False,8cd26cb57cf7128d70ddcd5cf16bd6f59fd7e4daa4097db86dc6ab83fd2c939e,,
train-009781,eligible,,geometry,337,257_512,positive,d2,False,True,d78219f352cf0fcc7dae5a5e773f2e913cebecaf7a4b3c690806b77b416937a4,,
train-009782,exclude,phase1_evaluation_id,arithmetic_word_problem,496,257_512,positive,d2,False,False,56dfb2d6dadcc13e5e1579d5249955fc6ea6113b6a5cf87f17b502a6d5441c1d,,
train-009783,eligible,,arithmetic_word_problem,259,257_512,positive,d4_5,True,False,bc3aa68ed579d70402265333730f149eb2cb9212e19e9b102d731cd839fe809a,,
train-009784,eligible,,arithmetic_word_problem,137,129_256,positive,d2,False,False,189cf56e3dfa5f568878eae518c14c5b4733e9c1252fda64fb2822fd590c4158,,
train-009785,eligible,,arithmetic_word_problem,906,gt512,positive,d2,False,True,dbc48543bd63086e87438b2d53523319bf13b2a1328ff3cf80f1dec1484f1d32,,
train-009786,eligible,,arithmetic_word_problem,26,le128,positive,d2,False,False,69a036c5fca4f22b29f3f3c8e8bba5b3a4ee432927c99ce437be22f6bcaff1cb,,
train-009787,eligible,,arithmetic_word_problem,268,257_512,positive,d1,True,False,7a4381115c9a650db854fa8d052af05a1154badb6aa93d05563cec1bccfd75f5,,
train-009788,eligible,,arithmetic_word_problem,87,le128,positive,d1,True,False,ff1358053651919e7224ddd646eccd6c0b3772d28a96f5cd64bc430323f7c7e6,,
train-009789,eligible,,arithmetic_word_problem,101,le128,positive,d2,False,False,c72ce275234171f8b2b46b33d13fdd950f2e69c10ccc64c84dac0622ff3f65ce,,
train-009790,exclude,phase1_evaluation_id,arithmetic_word_problem,285,257_512,positive,d2,False,False,6957a4a6573fcf3ba30dc1e16b78944c5045cb5106c7b2a0f76afd37a9d81d83,,
train-009791,eligible,,arithmetic_word_problem,336,257_512,positive,d4_5,True,False,ab8abb21d7f81ca75284c379f1e3b108b10e6b7fbfed99acdcf87b5b34f13273,,
train-009792,exclude,phase1_evaluation_id,arithmetic_word_problem,247,129_256,positive,d2,False,False,d76760f5b782942f1684867396a1f7a418c649c13d7603e035bef68a8fd88389,,
train-009794,exclude,phase1_evaluation_id,arithmetic_word_problem,67,le128,positive,d1,False,False,ad42c6c4bcdae24c9eb8b9107746a81636ae9aa74cdc48cba664c10ed1efc104,,
train-009795,eligible,,arithmetic_word_problem,464,257_512,positive,d1,False,False,4fccdd7c3b80d49c3452dc297d378037c0a06e1cd754f90a9f4277df84b83e41,,
train-009796,eligible,,arithmetic_word_problem,167,129_256,positive,d3,False,False,52d9afcec2deac2293c0a1e3f42b7251bd54f5b7ab3005022811690e12e534e8,,
train-009797,eligible,,arithmetic_word_problem,197,129_256,positive,d2,False,False,5b5c4bec9c8a3186d88b56ff1f085bfaec625b6ce29b1c7df4c664c5365a85a6,,
train-009798,eligible,,arithmetic_word_problem,264,257_512,positive,d2,True,False,7e1424e04ecafb9eb31e3ba11a704339f760d871897e782993b43f4be2a66ad3,,
train-009799,exclude,phase1_evaluation_id,geometry,609,gt512,positive,d3,False,True,cfd53940a0b15fa1f4432dc05e6fa20faad99068323f92071e7a537fecd2deb6,,
train-009800,exclude,phase1_evaluation_id,arithmetic_word_problem,246,129_256,positive,d2,True,False,885d5cd8d30906b1d3bb83fc773c6e836033dc3fdd08fdb50b00cbffa85c7765,,
train-009801,exclude,phase1_evaluation_id,arithmetic_word_problem,252,129_256,positive,d1,True,False,a98f416104bb9e659f9f767bd8e183a402bbaee794d3814005c0541cd9ab0a0d,,
train-009802,eligible,,arithmetic_word_problem,166,129_256,positive,d1,False,False,5145a63648387e4d677a0292f9ef8ad49387f201db7fa1a1330681b820d1999d,,
train-009803,exclude,phase1_evaluation_id,arithmetic_word_problem,52,le128,positive,d2,False,False,92b201192ced0695a52d227c26c3d3aa586147c536e94a5b11dd4cad0b9712f0,,
train-009804,exclude,phase1_evaluation_id,arithmetic_word_problem,122,le128,positive,d2,False,False,6c717499893acfee549e07296ebf1b1bd0a143057f5ab4a61d4200257110a6e5,,
train-009805,eligible,,arithmetic_word_problem,232,129_256,positive,d3,False,False,5c77464aaabdc0c42cd5ceca40c3edc601b8ad3d293ecbb08fff6b58e6322a5f,,
train-009806,exclude,phase1_evaluation_id,arithmetic_word_problem,206,129_256,positive,d2,False,False,c5538d4a2b34970dee77cdfdbc6416d34d4d49acc0a9d8bbbd8f0f1f232c3ed6,,
train-009807,eligible,,geometry,202,129_256,positive,d2,False,True,ba0b96ad192b0b573ceea2e1315dd6948dfa3ba490495ccb30540b3f0ba7826f,,
train-009808,eligible,,arithmetic_word_problem,154,129_256,positive,d3,False,False,6696b95f379cd57dae434352e67e6ebd7165ed701e5356b1b7b40420bba82220,,
train-009809,exclude,phase1_evaluation_id,combinatorics_probability,85,le128,positive,d2,False,True,2c981f166776923c4ef67f0f74788b7bc377bac463326bfbb47e63acc504203f,,
train-009810,eligible,,geometry,149,129_256,positive,d2,True,True,6c3e5f634ee51e80645d98ca2a35a7db62d6d7db85e0e7db0e7ae19baa82ea66,,
train-009811,eligible,,arithmetic_word_problem,266,257_512,positive,d4_5,False,False,c57a19921f966411e1016c0e8b486a7eebf49fface33d4394324a9627cbe7f47,,
train-009812,eligible,,arithmetic_word_problem,106,le128,positive,d1,False,False,cbe0fef09c10b6f47f82e63712cd13aa8467d9c133d712df0f2bed96878ec793,,
train-009813,eligible,,combinatorics_probability,573,gt512,positive,d2,False,True,4c99c41f1f15843edd32eedbb21424ef7c60323a1ba53af575141a9f07a08d38,,
train-009814,eligible,,geometry,276,257_512,positive,d1,False,True,cc07ed499ba4756a111d3ab4188362aa026c5004592d328f9180b167b631bb94,,
train-009815,eligible,,geometry,99,le128,positive,d2,False,True,fea9491e44a2aace06c1b803ba9601f57c2c180f1cb383ca1e6d5d30407249b0,,
train-009816,eligible,,number_theory,71,le128,positive,d4_5,False,True,a78348ccb58a92434506e5e26ab5888c2929ac4bca34c14cc99c1719533767de,,
train-009817,eligible,,arithmetic_word_problem,135,129_256,positive,d2,False,False,51da50eea1283590880b514e239b8c8c1a95bbe7d3fd1a4a1ff3c1658b0227f7,,
train-009818,exclude,phase1_evaluation_id,arithmetic_word_problem,190,129_256,positive,d2,False,False,06984c4fe63f5928003d8bced34d1e927e738e0d405484bdb5bced21aee2609d,,
train-009819,eligible,,arithmetic_word_problem,209,129_256,positive,d2,False,False,22e764c57a7d81209203bb53e7eb3716ec8d771fcabc96cce86c8c77e2053232,,
train-009820,eligible,,arithmetic_word_problem,189,129_256,positive,d3,True,False,5290ba95a561a8f9db3e96b0ca76cc79cacb76b26e2985fe699250a57837aeb5,,
train-009821,eligible,,arithmetic_word_problem,76,le128,positive,d2,False,False,7c5f10b31b6803199de21f938b53a88f859fbefc23be9b4ce86aba36f876a6eb,,
train-009822,eligible,,arithmetic_word_problem,152,129_256,positive,d4_5,True,False,dd9ca70010215c20ae61735a2040ce9ee5f45d6b62bcd3e3d8237df19e900fc4,,
train-009823,eligible,,arithmetic_word_problem,219,129_256,positive,d3,True,False,6e7dca16bd687235d720f02ea904ffe8b9210a1917585090b4b16f05bb39ae1d,,
train-009824,eligible,,arithmetic_word_problem,224,129_256,positive,d1,False,False,922bdb7c6012bf995f3befd603b93602717e976d14ebccb6086481bac7938328,,
train-009825,eligible,,arithmetic_word_problem,137,129_256,positive,d2,True,False,f51266d906e3b40a5d9953e11f840636e20603cd9b56eceebaed88575c9ab5f8,,
train-009826,exclude,phase1_evaluation_id,arithmetic_word_problem,193,129_256,positive,d3,True,False,116bf8ee651c786a79f1fe4f4dcc928191896b38c4ad7c793b986f300f2415e2,,
train-009827,eligible,,arithmetic_word_problem,244,129_256,positive,d3,True,False,908a412e921cb3178a7083b7cf82278bbe474fc8a7e2fdcb76852f38641fcbd0,,
train-009828,eligible,,arithmetic_word_problem,284,257_512,positive,d3,True,False,d13815190b9eeb5584dcf0bdc5ad5a6a8af2f5b2c6446fb34f1497eec372674e,,
train-009829,eligible,,arithmetic_word_problem,174,129_256,positive,d3,False,False,a1c5306086607d6860ef1a428212de58acf64823521cb86673545cb68322b312,,
train-009830,exclude,multiple_outputs,arithmetic_word_problem,179,129_256,positive,d1,False,False,2751f8a60e1a84647bb254e6d58f5b6ea872b9306bbcab8362f83b7f3dce0f1b,,
train-009831,exclude,phase1_evaluation_id,arithmetic_word_problem,130,129_256,positive,d1,False,False,9a94d8c95a21c4d4625a8846b21f9747a2427f4377f5be2afdcf05617265df9a,,
train-009832,eligible,,arithmetic_word_problem,231,129_256,positive,d3,False,False,318b89d603354570cf247eeef999231a107372ce4f6cda076bfeb2cab50967cd,,
train-009833,eligible,,algebra,457,257_512,positive,d4_5,True,False,0594ec2f1728803523456a34f42038e43af14defb695d3f70696200bdffea79f,,
train-009834,eligible,,arithmetic_word_problem,274,257_512,positive,d1,False,False,172486bc6836a76a3b74f336fbaa85427fad1b03679116cb21797897b947203d,,
train-009835,exclude,phase1_evaluation_id,algebra,183,129_256,positive,d1,False,False,e6f81782990619474c2f17578e72d1429634a2c76a48945d2f22f2a68d8129d8,,
train-009836,exclude,phase1_evaluation_id,algebra,183,129_256,positive,d3,True,False,6759ddf998c33191c4073113b9edffda98845dfdff3738e6cc45ed9d70b6d13d,,
train-009837,exclude,phase1_evaluation_id,number_theory,121,le128,positive,d2,False,True,e37ad854e8682cb056bae6d7c73317be6e1993f50047fe8ff4d2bddda3f58899,,
train-009838,eligible,,arithmetic_word_problem,250,129_256,positive,d2,False,False,4e25eb8baa48214d03fe31c00807a15821608267ae68bb06ce9ecb4b82c2ac77,,
train-009839,phase2_schema_smoke,phase2_schema_smoke_excluded_from_sft,algebra,107,le128,negative,d2,False,False,32ec81bcb5f63cdeace3755dec3ca029dcb8233df19a1baf5ded83f396227bc1,,
train-009840,eligible,,arithmetic_word_problem,238,129_256,positive,d2,False,False,a665ab76cce098da650a90b081f1ff9230ac3f4ea95ec9ce8160478b93a9d056,,
train-009841,eligible,,combinatorics_probability,216,129_256,positive,d3,False,True,803f289eb98e5f10d639b5c8a5681e586590e8d6d45d88498bea3ba44736d593,,
train-009842,eligible,,arithmetic_word_problem,162,129_256,positive,d2,False,False,4d9122451c11f02286156b2c50f6cf856473b15fd450d5399d0cf61b5dc34013,,
train-009843,eligible,,arithmetic_word_problem,199,129_256,positive,d1,False,False,2fd350af1a3e531db05b362e4804b117a2141ac38ede55835013d6d3a0f57e4b,,
train-009844,exclude,phase1_evaluation_id,arithmetic_word_problem,670,gt512,positive,d1,True,True,ccdf8a02b0ccfd4be85369ff19ac473706f430c36bb1f4a8220aa0b7d901ffa3,,
train-009845,exclude,phase1_evaluation_id,arithmetic_word_problem,120,le128,positive,d1,True,False,f7945a3ca6604575c28d0580424b20b8d5031ba9e290d82b7a9448f0af2feff8,,
train-009846,eligible,,algebra,179,129_256,negative,d1,False,False,dd435ad673ced494642735803e160849b54b974987ddecb901500cfcd1694fcd,,
